Time,Operator,Technology,SS-RSRP​ (PCell),SS-RSRQ​ (PCell),IP Thrpt UL,Network Thrpt UL,Lat,Long,PCI​ (PCell),Speed o.g.
2024-11-22 11:47:29.000,SGP-M1,5G-NR,-87.1,-12.4,36.782,32.279,1.306961,103.793066,232.0,40.0
2024-11-22 11:47:29.501,SGP-M1,5G-NR,-88.3,-12.6,32.855,35.552,1.306907,103.793149,232.0,39.0
2024-11-22 11:47:30.000,SGP-M1,5G-NR,-87.6,-12.4,43.117,36.158,1.306882,103.793194,232.0,39.0
2024-11-22 11:47:30.500,SGP-M1,5G-NR,-88.5,-13.0,29.885,45.808,1.306856,103.793238,232.0,39.0
2024-11-22 11:47:31.018,SGP-M1,5G-NR,-92.1,-14.6,29.885,30.49,1.306805,103.793317,232.0,38.0
2024-11-22 11:47:31.579,SGP-M1,5G-NR,-90.0,-14.0,29.942,30.645,1.306805,103.793317,232.0,38.0
2024-11-22 11:47:32.079,SGP-M1,5G-NR,-93.0,-14.9,29.839,29.244,1.306755,103.793396,232.0,37.0
2024-11-22 11:47:32.578,SGP-M1,5G-NR,-91.0,-13.8,29.858,32.118,1.306726,103.793446,232.0,38.0
2024-11-22 11:47:33.079,SGP-M1,5G-NR,-91.0,-13.6,29.886,30.113,1.306696,103.793495,232.0,40.0
2024-11-22 11:47:33.579,SGP-M1,5G-NR,-88.6,-12.1,29.942,31.125,1.306669,103.793534,232.0,39.0
2024-11-22 11:47:34.021,SGP-M1,5G-NR,-82.6,-12.4,27.424,31.125,1.306642,103.793573,549.0,39.0
2024-11-22 11:47:34.527,SGP-M1,5G-NR,-88.8,-14.2,8.765,17.302,1.306615,103.793618,549.0,40.0
2024-11-22 11:47:35.034,SGP-M1,5G-NR,-87.9,-14.6,10.852,9.906,1.306587,103.793663,549.0,41.0
2024-11-22 11:47:35.580,SGP-M1,5G-NR,-96.0,-17.6,1.362,0.467,1.306587,103.793663,549.0,41.0
2024-11-22 11:47:36.077,SGP-M1,5G-NR,-98.2,-17.6,0.0,0.08,1.306528,103.793758,549.0,43.0
2024-11-22 11:47:36.744,SGP-M1,5G-NR,-95.5,-16.1,0.001,2.012,1.306528,103.793758,233.0,43.0
2024-11-22 11:47:37.500,SGP-M1,5G-NR,-96.3,-15.4,0.015,6.663,1.306469,103.793846,233.0,43.0
2024-11-22 11:47:38.001,SGP-M1,5G-NR,-97.4,-16.5,10.486,1.064,1.306449,103.793897,233.0,43.0
2024-11-22 11:47:38.500,SGP-M1,5G-NR,-97.7,-16.1,2.57,2.351,1.306429,103.793947,233.0,43.0
2024-11-22 11:47:39.013,SGP-M1,5G-NR,-98.4,-16.5,3.881,2.684,1.306354,103.794032,233.0,43.0
2024-11-22 11:47:39.515,SGP-M1,5G-NR,-98.8,-16.1,3.386,4.174,1.306322,103.794079,233.0,43.0
2024-11-22 11:47:40.017,SGP-M1,5G-NR,-100.1,-18.5,2.281,3.24,1.30629,103.794125,233.0,44.0
2024-11-22 11:47:40.577,SGP-M1,5G-NR,-98.5,-16.0,1.36,1.069,1.30629,103.794125,233.0,44.0
2024-11-22 11:47:41.079,SGP-M1,5G-NR,-100.4,-17.1,2.229,3.319,1.306211,103.794201,233.0,44.0
2024-11-22 11:47:41.844,SGP-M1,5G-NR,-100.7,-18.2,4.404,4.733,1.306211,103.794201,233.0,44.0
2024-11-22 11:47:42.384,SGP-M1,5G-NR,-101.1,-18.8,4.146,4.021,1.306136,103.794285,233.0,43.0
2024-11-22 11:47:42.864,SGP-M1,5G-NR,-98.3,-16.3,5.017,5.58,1.306102,103.794326,233.0,42.0
2024-11-22 11:47:43.365,SGP-M1,5G-NR,-96.8,-16.7,5.476,4.871,1.306067,103.794366,233.0,42.0
2024-11-22 11:47:43.605,SGP-M1,5G-NR,-102.1,-20.3,1.917,1.324,1.306033,103.794405,233.0,41.0
2024-11-22 11:47:44.125,SGP-M1,5G-NR,-96.9,-16.2,4.327,5.746,1.305999,103.794444,207.0,41.0
2024-11-22 11:47:45.000,SGP-M1,5G-NR,-104.0,-20.0,8.003,7.426,1.305999,103.794444,207.0,41.0
2024-11-22 11:47:45.501,SGP-M1,5G-NR,-99.3,-17.3,7.312,8.347,1.305932,103.794516,207.0,39.0
2024-11-22 11:47:46.018,SGP-M1,5G-NR,-101.0,-18.5,6.148,7.541,1.30586,103.794589,207.0,40.0
2024-11-22 11:47:46.501,SGP-M1,5G-NR,-113.4,-25.2,4.158,6.152,1.30586,103.794589,207.0,40.0
2024-11-22 11:47:47.024,SGP-M1,5G-NR,-93.8,-14.4,6.815,3.601,1.305828,103.794628,209.0,39.0
2024-11-22 11:47:47.524,SGP-M1,5G-NR,-99.8,-19.4,10.735,8.552,1.305796,103.794667,209.0,39.0
2024-11-22 11:47:48.016,SGP-M1,5G-NR,-104.0,-21.0,3.488,11.675,1.305729,103.794736,209.0,38.0
2024-11-22 11:47:48.577,SGP-M1,5G-NR,-106.5,-22.7,0.001,5.562,1.305729,103.794736,209.0,38.0
2024-11-22 11:47:49.078,SGP-M1,5G-NR,-91.2,-14.9,2.369,4.889,1.305653,103.7948,453.0,38.0
2024-11-22 11:47:49.579,SGP-M1,5G-NR,-93.7,-15.6,29.938,30.482,1.305627,103.794841,453.0,38.0
2024-11-22 11:47:50.079,SGP-M1,5G-NR,-90.6,-14.0,29.878,31.456,1.305601,103.794881,453.0,39.0
2024-11-22 11:47:50.516,SGP-M1,5G-NR,-80.0,-11.5,28.783,31.456,1.305567,103.794918,551.0,39.0
2024-11-22 11:47:51.018,SGP-M1,5G-NR,-80.8,-11.2,29.706,22.692,1.305533,103.794954,551.0,39.0
2024-11-22 11:47:51.520,SGP-M1,5G-NR,-82.3,-14.0,20.122,31.042,1.305503,103.79499,551.0,38.0
2024-11-22 11:47:52.022,SGP-M1,5G-NR,-85.7,-16.4,14.01,22.581,1.305472,103.795026,551.0,38.0
2024-11-22 11:47:52.526,SGP-M1,5G-NR,-86.6,-18.4,35.49,38.625,1.305472,103.795026,551.0,38.0
2024-11-22 11:47:53.027,SGP-M1,5G-NR,-76.2,-10.7,51.244,57.522,1.305409,103.795092,453.0,37.0
2024-11-22 11:47:53.531,SGP-M1,5G-NR,-76.8,-11.1,29.92,30.442,1.305378,103.795128,453.0,37.0
2024-11-22 11:47:54.035,SGP-M1,5G-NR,-83.1,-12.7,29.776,30.137,1.305346,103.795163,453.0,38.0
2024-11-22 11:47:54.705,SGP-M1,5G-NR,-87.1,-16.0,29.916,30.516,1.305346,103.795163,453.0,38.0
2024-11-22 11:47:55.224,SGP-M1,5G-NR,-88.0,-14.3,29.843,29.716,1.305279,103.79524,453.0,38.0
2024-11-22 11:47:55.704,SGP-M1,5G-NR,-86.9,-13.1,29.972,30.009,1.305248,103.795282,453.0,38.0
2024-11-22 11:47:56.224,SGP-M1,5G-NR,-87.0,-14.9,29.861,30.499,1.305217,103.795323,453.0,38.0
2024-11-22 11:47:57.001,SGP-M1,5G-NR,-86.2,-14.2,30.047,30.129,1.305217,103.795323,453.0,38.0
2024-11-22 11:47:57.501,SGP-M1,5G-NR,-84.3,-14.2,29.797,29.835,1.305148,103.79539,453.0,37.0
2024-11-22 11:47:58.021,SGP-M1,5G-NR,-82.2,-13.2,29.843,30.802,1.30509,103.795469,453.0,38.0
2024-11-22 11:47:58.562,SGP-M1,5G-NR,-77.6,-11.3,29.856,30.386,1.30509,103.795469,453.0,38.0
2024-11-22 11:47:59.069,SGP-M1,5G-NR,-75.8,-10.6,27.476,25.518,1.305016,103.79553,453.0,37.0
2024-11-22 11:47:59.569,SGP-M1,5G-NR,-75.6,-10.6,4.065,6.922,1.304982,103.795563,453.0,37.0
2024-11-22 11:48:00.071,SGP-M1,5G-NR,-74.7,-10.5,29.866,30.351,1.304947,103.795596,453.0,38.0
2024-11-22 11:48:00.823,SGP-M1,5G-NR,-77.6,-10.9,29.83,30.449,1.304947,103.795596,453.0,38.0
2024-11-22 11:48:01.304,SGP-M1,5G-NR,-79.0,-11.4,29.955,30.256,1.304882,103.795677,453.0,41.0
2024-11-22 11:48:02.000,SGP-M1,5G-NR,-79.6,-11.3,29.953,30.63,1.304882,103.795677,453.0,41.0
2024-11-22 11:48:02.501,SGP-M1,5G-NR,-74.0,-10.7,29.847,30.41,1.304818,103.795759,453.0,41.0
2024-11-22 11:48:03.001,SGP-M1,5G-NR,-83.7,-12.7,29.841,28.399,1.30478,103.795802,453.0,42.0
2024-11-22 11:48:03.500,SGP-M1,5G-NR,-89.6,-14.2,29.919,31.648,1.304742,103.795844,453.0,43.0
2024-11-22 11:48:04.001,SGP-M1,5G-NR,-89.2,-15.9,29.939,30.61,1.304705,103.795876,453.0,42.0
2024-11-22 11:48:04.501,SGP-M1,5G-NR,-90.4,-16.4,24.162,26.669,1.304667,103.795908,453.0,42.0
2024-11-22 11:48:05.001,SGP-M1,5G-NR,-92.9,-16.4,14.509,19.195,1.304631,103.795951,453.0,42.0
2024-11-22 11:48:05.500,SGP-M1,5G-NR,-95.3,-19.6,11.489,14.412,1.304595,103.795994,453.0,43.0
2024-11-22 11:48:06.001,SGP-M1,5G-NR,-86.2,-11.4,49.267,16.858,1.304559,103.796037,551.0,44.0
2024-11-22 11:48:06.500,SGP-M1,5G-NR,-83.6,-10.9,49.401,52.316,1.304522,103.79608,551.0,45.0
2024-11-22 11:48:07.018,SGP-M1,5G-NR,-85.3,-11.1,30.455,46.782,1.304445,103.796171,551.0,45.0
2024-11-22 11:48:07.518,SGP-M1,5G-NR,-85.1,-11.1,29.821,35.977,1.304408,103.796219,551.0,45.0
2024-11-22 11:48:08.018,SGP-M1,5G-NR,-86.4,-11.6,29.936,29.811,1.30437,103.796266,551.0,46.0
2024-11-22 11:48:08.518,SGP-M1,5G-NR,-79.8,-10.6,29.774,30.145,1.30433,103.796313,551.0,46.0
2024-11-22 11:48:09.018,SGP-M1,5G-NR,-81.1,-10.7,29.925,29.935,1.30429,103.79636,551.0,47.0
2024-11-22 11:48:09.519,SGP-M1,5G-NR,-84.0,-11.8,25.738,30.984,1.30425,103.796405,551.0,47.0
2024-11-22 11:48:10.021,SGP-M1,5G-NR,-89.7,-15.1,6.885,22.788,1.30421,103.79645,551.0,48.0
2024-11-22 11:48:10.522,SGP-M1,5G-NR,-90.4,-17.0,29.919,10.476,1.30417,103.796497,551.0,48.0
2024-11-22 11:48:11.025,SGP-M1,5G-NR,-87.6,-12.5,29.84,29.875,1.30413,103.796543,209.0,48.0
2024-11-22 11:48:11.579,SGP-M1,5G-NR,-86.5,-11.6,29.879,30.006,1.30413,103.796543,209.0,48.0
2024-11-22 11:48:12.077,SGP-M1,5G-NR,-87.0,-12.1,29.838,30.386,1.304063,103.796646,209.0,47.0
2024-11-22 11:48:12.704,SGP-M1,5G-NR,-87.5,-11.6,30.304,30.254,1.304063,103.796646,209.0,47.0
2024-11-22 11:48:13.223,SGP-M1,5G-NR,-84.3,-10.8,29.494,29.91,1.303987,103.796746,209.0,48.0
2024-11-22 11:48:14.000,SGP-M1,5G-NR,-82.8,-10.7,29.899,31.101,1.303987,103.796746,209.0,48.0
2024-11-22 11:48:14.501,SGP-M1,5G-NR,-83.6,-10.8,29.831,30.058,1.303911,103.796846,209.0,49.0
2024-11-22 11:48:15.016,SGP-M1,5G-NR,-81.9,-10.7,29.971,29.537,1.303834,103.796944,209.0,49.0
2024-11-22 11:48:15.520,SGP-M1,5G-NR,-82.0,-10.6,29.934,30.63,1.303793,103.796992,209.0,49.0
2024-11-22 11:48:16.024,SGP-M1,5G-NR,-81.9,-10.6,29.919,30.338,1.303752,103.79704,209.0,50.0
2024-11-22 11:48:16.578,SGP-M1,5G-NR,-82.9,-10.8,29.941,30.252,1.303752,103.79704,209.0,50.0
2024-11-22 11:48:17.079,SGP-M1,5G-NR,-83.1,-10.5,29.806,30.198,1.30367,103.797137,209.0,49.0
2024-11-22 11:48:17.579,SGP-M1,5G-NR,-83.9,-10.6,29.915,30.274,1.30363,103.797183,209.0,48.0
2024-11-22 11:48:18.078,SGP-M1,5G-NR,-81.1,-10.5,29.911,30.293,1.303589,103.797228,209.0,48.0
2024-11-22 11:48:18.824,SGP-M1,5G-NR,-85.4,-10.7,29.882,30.109,1.303589,103.797228,209.0,48.0
2024-11-22 11:48:19.304,SGP-M1,5G-NR,-85.4,-10.9,29.857,29.441,1.303512,103.797324,209.0,48.0
2024-11-22 11:48:19.823,SGP-M1,5G-NR,-85.6,-11.0,29.864,30.124,1.303479,103.797365,209.0,45.0
2024-11-22 11:48:20.364,SGP-M1,5G-NR,-87.4,-11.7,23.052,20.573,1.303445,103.797405,209.0,43.0
2024-11-22 11:48:21.000,SGP-M1,5G-NR,-86.9,-12.1,29.858,12.455,1.303445,103.797405,209.0,43.0
2024-11-22 11:48:21.500,SGP-M1,5G-NR,-88.7,-12.8,29.817,29.959,1.303385,103.797478,209.0,37.0
2024-11-22 11:48:22.018,SGP-M1,5G-NR,-88.0,-13.4,30.001,30.15,1.30333,103.797551,209.0,36.0
2024-11-22 11:48:22.578,SGP-M1,5G-NR,-88.3,-12.3,29.818,30.149,1.30333,103.797551,209.0,36.0
2024-11-22 11:48:23.079,SGP-M1,5G-NR,-89.9,-12.3,29.816,29.867,1.303267,103.797613,209.0,37.0
2024-11-22 11:48:23.576,SGP-M1,5G-NR,-89.7,-11.6,29.966,30.93,1.303234,103.797649,209.0,37.0
2024-11-22 11:48:24.078,SGP-M1,5G-NR,-89.3,-11.4,29.955,29.98,1.3032,103.797684,209.0,38.0
2024-11-22 11:48:24.579,SGP-M1,5G-NR,-91.2,-11.4,29.805,30.156,1.303166,103.797723,209.0,38.0
2024-11-22 11:48:25.079,SGP-M1,5G-NR,-91.4,-11.3,29.934,30.452,1.303132,103.797761,209.0,39.0
2024-11-22 11:48:25.964,SGP-M1,5G-NR,-92.9,-11.6,29.876,30.126,1.303132,103.797761,209.0,39.0
2024-11-22 11:48:26.463,SGP-M1,5G-NR,-92.0,-11.6,29.792,27.258,1.303056,103.797833,209.0,42.0
2024-11-22 11:48:26.964,SGP-M1,5G-NR,-92.8,-11.9,29.899,28.741,1.303022,103.797872,209.0,42.0
2024-11-22 11:48:27.464,SGP-M1,5G-NR,-93.4,-11.6,26.647,26.893,1.302987,103.797911,209.0,42.0
2024-11-22 11:48:28.001,SGP-M1,5G-NR,-94.8,-12.0,12.641,19.516,1.302987,103.797911,209.0,42.0
2024-11-22 11:48:28.500,SGP-M1,5G-NR,-96.3,-13.3,13.816,12.092,1.302913,103.797999,209.0,45.0
2024-11-22 11:48:29.001,SGP-M1,5G-NR,-97.7,-13.0,15.103,14.573,1.302874,103.798044,209.0,45.0
2024-11-22 11:48:29.500,SGP-M1,5G-NR,-97.2,-12.2,12.068,15.582,1.302834,103.798088,209.0,45.0
2024-11-22 11:48:30.001,SGP-M1,5G-NR,-97.8,-11.9,7.149,10.329,1.302793,103.798129,209.0,45.0
2024-11-22 11:48:30.500,SGP-M1,5G-NR,-98.2,-12.3,5.365,7.92,1.302751,103.798169,209.0,46.0
2024-11-22 11:48:31.001,SGP-M1,5G-NR,-97.8,-12.5,0.012,8.324,1.302712,103.798216,209.0,46.0
2024-11-22 11:48:31.500,SGP-M1,5G-NR,-95.8,-12.5,12.201,4.71,1.302673,103.798263,209.0,47.0
2024-11-22 11:48:32.013,SGP-M1,5G-NR,-97.1,-13.7,9.795,5.099,1.30259,103.798355,209.0,48.0
2024-11-22 11:48:32.513,SGP-M1,5G-NR,-95.3,-13.3,1.005,8.771,1.302549,103.798398,209.0,47.0
2024-11-22 11:48:33.013,SGP-M1,5G-NR,-96.9,-14.7,0.0,0.426,1.302508,103.79844,209.0,47.0
2024-11-22 11:48:33.579,SGP-M1,5G-NR,-95.4,-14.0,0.0,0.104,1.302466,103.798487,209.0,48.0
2024-11-22 11:48:34.500,SGP-M1,5G-NR,-95.7,-14.3,0.401,0.128,1.302423,103.798534,209.0,49.0
2024-11-22 11:48:35.001,SGP-M1,5G-NR,-96.9,-15.9,0.0,0.107,1.302381,103.798578,209.0,48.0
2024-11-22 11:48:35.500,SGP-M1,5G-NR,-96.8,-15.1,1.496,0.322,1.302338,103.798622,209.0,48.0
2024-11-22 11:48:36.000,SGP-M1,5G-NR,-100.6,-18.2,1.026,1.968,1.302296,103.798667,209.0,48.0
2024-11-22 11:48:36.500,SGP-M1,5G-NR,-100.3,-16.7,0.0,0.343,1.302253,103.798711,209.0,48.0
2024-11-22 11:48:37.045,SGP-M1,5G-NR,-100.4,-17.6,0.0,0.105,1.302173,103.798799,209.0,47.0
2024-11-22 11:48:38.014,SGP-M1,5G-NR,-99.4,-15.6,0.0,0.119,1.302089,103.7989,209.0,49.0
2024-11-22 11:48:38.564,SGP-M1,5G-NR,-97.6,-15.0,0.0,0.111,1.302051,103.79895,209.0,49.0
2024-11-22 11:48:39.064,SGP-M1,5G-NR,-97.0,-15.0,0.067,0.109,1.302012,103.798999,209.0,49.0
2024-11-22 11:48:39.578,SGP-M1,5G-NR,-97.5,-15.7,0.714,0.977,1.302012,103.798999,209.0,49.0
2024-11-22 11:48:40.078,SGP-M1,5G-NR,-106.9,-19.3,1.716,1.937,1.301921,103.799088,209.0,50.0
2024-11-22 11:48:40.577,SGP-M1,5G-NR,-98.4,-12.1,2.188,2.76,1.301879,103.799133,453.0,49.0
2024-11-22 11:48:41.078,SGP-M1,5G-NR,-98.8,-14.2,5.811,6.042,1.301836,103.799177,453.0,49.0
2024-11-22 11:48:42.001,SGP-M1,5G-NR,-101.3,-15.8,0.012,6.173,1.301836,103.799177,453.0,49.0
2024-11-22 11:48:42.500,SGP-M1,5G-NR,-103.6,-17.8,11.173,3.663,1.301751,103.799261,453.0,48.0
2024-11-22 11:48:43.000,SGP-M1,5G-NR,-102.3,-17.2,7.667,3.676,1.301707,103.799305,453.0,48.0
2024-11-22 11:48:43.502,SGP-M1,5G-NR,-99.5,-16.4,9.161,7.627,1.301663,103.799348,453.0,49.0
2024-11-22 11:48:44.003,SGP-M1,5G-NR,-98.9,-18.2,7.665,10.034,1.30162,103.799391,453.0,48.0
2024-11-22 11:48:44.501,SGP-M1,5G-NR,-94.7,-16.9,6.843,7.935,1.301577,103.799433,453.0,47.0
2024-11-22 11:48:45.013,SGP-M1,5G-NR,-99.9,-17.0,7.232,6.689,1.301498,103.799527,453.0,48.0
2024-11-22 11:48:45.516,SGP-M1,5G-NR,-101.0,-17.2,9.396,7.556,1.301459,103.79957,453.0,46.0
2024-11-22 11:48:46.019,SGP-M1,5G-NR,-102.2,-16.8,10.549,10.626,1.301419,103.799612,453.0,46.0
2024-11-22 11:48:46.520,SGP-M1,5G-NR,-94.8,-16.0,6.901,9.703,1.301381,103.799657,453.0,45.0
2024-11-22 11:48:47.000,SGP-M1,5G-NR,-100.7,-19.6,12.892,7.064,1.301381,103.799657,453.0,45.0
2024-11-22 11:48:47.500,SGP-M1,5G-NR,-94.1,-14.6,20.228,17.3,1.301343,103.799702,207.0,45.0
2024-11-22 11:48:48.001,SGP-M1,5G-NR,-94.5,-14.6,24.659,20.959,1.301305,103.799746,207.0,45.0
2024-11-22 11:48:48.501,SGP-M1,5G-NR,-94.2,-14.8,26.538,23.713,1.301267,103.799789,207.0,45.0
2024-11-22 11:48:49.021,SGP-M1,5G-NR,-92.5,-15.0,12.487,26.548,1.301192,103.799871,207.0,44.0
2024-11-22 11:48:49.520,SGP-M1,5G-NR,-95.3,-14.6,21.116,13.406,1.301152,103.799912,207.0,44.0
2024-11-22 11:48:50.021,SGP-M1,5G-NR,-98.5,-16.6,24.972,22.954,1.301112,103.799953,207.0,45.0
2024-11-22 11:48:50.578,SGP-M1,5G-NR,-98.0,-16.7,21.802,22.99,1.301112,103.799953,207.0,45.0
2024-11-22 11:48:51.079,SGP-M1,5G-NR,-94.4,-14.7,22.579,23.727,1.301066,103.80003,207.0,39.0
2024-11-22 11:48:51.823,SGP-M1,5G-NR,-97.9,-16.2,19.958,20.047,1.301066,103.80003,207.0,39.0
2024-11-22 11:48:52.325,SGP-M1,5G-NR,-97.6,-15.7,20.14,23.349,1.301021,103.800102,207.0,36.0
2024-11-22 11:48:52.844,SGP-M1,5G-NR,-95.1,-15.5,20.283,22.642,1.300998,103.800134,207.0,34.0
2024-11-22 11:48:53.364,SGP-M1,5G-NR,-95.7,-16.2,9.716,9.925,1.300975,103.800165,207.0,33.0
2024-11-22 11:48:53.864,SGP-M1,5G-NR,-91.2,-13.3,30.031,33.536,1.300953,103.800197,207.0,30.0
2024-11-22 11:48:54.384,SGP-M1,5G-NR,-95.4,-14.8,30.059,30.633,1.30093,103.800229,207.0,29.0
2024-11-22 11:48:54.884,SGP-M1,5G-NR,-94.9,-16.0,29.833,21.296,1.300912,103.800255,207.0,27.0
2024-11-22 11:48:55.404,SGP-M1,5G-NR,-97.3,-16.9,18.119,18.217,1.300894,103.800281,207.0,26.0
2024-11-22 11:48:56.001,SGP-M1,5G-NR,-99.2,-17.4,16.628,18.061,1.300894,103.800281,207.0,26.0
2024-11-22 11:48:56.500,SGP-M1,5G-NR,-100.8,-18.2,12.317,13.906,1.300862,103.800315,207.0,21.0
2024-11-22 11:48:57.025,SGP-M1,5G-NR,-98.4,-17.3,6.042,11.834,1.300835,103.800346,207.0,18.0
2024-11-22 11:48:57.579,SGP-M1,5G-NR,-99.0,-17.3,5.858,6.505,1.300835,103.800346,207.0,18.0
2024-11-22 11:48:58.078,SGP-M1,5G-NR,-100.6,-18.4,11.553,11.864,1.300814,103.800366,207.0,12.0
2024-11-22 11:48:58.944,SGP-M1,5G-NR,-101.6,-18.5,9.717,9.981,1.300814,103.800366,207.0,12.0
2024-11-22 11:48:59.079,SGP-M1,5G-NR,-97.9,-16.8,9.701,8.276,1.300806,103.800377,137.0,7.0
2024-11-22 11:48:59.925,SGP-M1,5G-NR,-100.3,-16.7,18.2,22.092,1.300806,103.800377,137.0,7.0
2024-11-22 11:49:00.485,SGP-M1,5G-NR,-93.2,-13.3,25.201,21.891,1.300801,103.800383,237.0,3.0
2024-11-22 11:49:01.004,SGP-M1,5G-NR,-98.5,-16.1,14.986,12.044,1.300801,103.800383,237.0,3.0
2024-11-22 11:49:01.500,SGP-M1,5G-NR,-98.2,-15.1,15.44,14.851,1.300797,103.800382,237.0,0.0
2024-11-22 11:49:02.023,SGP-M1,5G-NR,-100.9,-16.6,14.627,16.265,1.3008,103.800382,237.0,0.0
2024-11-22 11:49:02.578,SGP-M1,5G-NR,-100.1,-16.0,13.868,15.183,1.3008,103.800382,237.0,0.0
2024-11-22 11:49:03.077,SGP-M1,5G-NR,-99.4,-15.8,12.253,16.444,1.300801,103.800382,237.0,0.0
2024-11-22 11:49:04.000,SGP-M1,5G-NR,-97.6,-14.4,16.35,1.323,1.300801,103.800382,237.0,0.0
2024-11-22 11:49:04.501,SGP-M1,5G-NR,-97.1,-14.1,15.966,11.336,1.300802,103.80038,237.0,0.0
2024-11-22 11:49:05.022,SGP-M1,5G-NR,-99.0,-15.8,15.636,15.405,1.300802,103.800379,237.0,0.0
2024-11-22 11:49:05.544,SGP-M1,5G-NR,-96.7,-14.3,18.153,16.531,1.300802,103.800379,237.0,0.0
2024-11-22 11:49:06.064,SGP-M1,5G-NR,-96.0,-14.2,15.567,17.18,1.300803,103.800378,237.0,0.0
2024-11-22 11:49:06.578,SGP-M1,5G-NR,-96.7,-14.4,17.259,17.19,1.300803,103.800378,237.0,0.0
2024-11-22 11:49:07.501,SGP-M1,5G-NR,-97.7,-14.7,20.09,17.759,1.300803,103.800378,237.0,0.0
2024-11-22 11:49:08.026,SGP-M1,5G-NR,-99.3,-15.9,14.145,18.841,1.300802,103.800378,237.0,0.0
2024-11-22 11:49:08.564,SGP-M1,5G-NR,-97.9,-15.2,18.795,15.79,1.300802,103.800378,237.0,0.0
2024-11-22 11:49:09.064,SGP-M1,5G-NR,-98.5,-15.2,16.569,16.947,1.300801,103.800378,237.0,0.0
2024-11-22 11:49:09.578,SGP-M1,5G-NR,-96.8,-13.8,18.305,18.166,1.300801,103.800378,237.0,0.0
2024-11-22 11:49:10.078,SGP-M1,5G-NR,-96.4,-13.0,16.715,16.708,1.3008,103.800379,237.0,0.0
2024-11-22 11:49:11.000,SGP-M1,5G-NR,-99.5,-16.1,16.193,17.346,1.3008,103.800379,237.0,0.0
2024-11-22 11:49:11.564,SGP-M1,5G-NR,-98.2,-15.5,16.575,16.031,1.3008,103.800379,237.0,0.0
2024-11-22 11:49:12.076,SGP-M1,5G-NR,-98.8,-16.0,16.864,16.768,1.3008,103.800379,237.0,0.0
2024-11-22 11:49:13.001,SGP-M1,5G-NR,-99.0,-16.3,17.122,17.594,1.3008,103.800379,237.0,0.0
2024-11-22 11:49:13.544,SGP-M1,5G-NR,-100.8,-17.4,14.992,16.996,1.3008,103.800379,237.0,0.0
2024-11-22 11:49:14.077,SGP-M1,5G-NR,-100.8,-17.9,8.348,13.304,1.3008,103.800379,237.0,0.0
2024-11-22 11:49:15.002,SGP-M1,5G-NR,-97.6,-15.8,18.485,3.415,1.3008,103.800379,237.0,0.0
2024-11-22 11:49:15.564,SGP-M1,5G-NR,-98.6,-15.8,16.615,14.727,1.3008,103.800379,237.0,0.0
2024-11-22 11:49:16.078,SGP-M1,5G-NR,-99.4,-17.0,14.187,15.461,1.3008,103.800379,237.0,0.0
2024-11-22 11:49:16.999,SGP-M1,5G-NR,-101.8,-18.2,16.422,16.68,1.3008,103.800379,237.0,0.0
2024-11-22 11:49:17.544,SGP-M1,5G-NR,-100.7,-15.7,20.098,17.805,1.3008,103.800379,237.0,0.0
2024-11-22 11:49:18.077,SGP-M1,5G-NR,-102.2,-16.9,16.124,17.107,1.3008,103.800379,237.0,0.0
2024-11-22 11:49:19.000,SGP-M1,5G-NR,-102.4,-17.9,19.818,18.411,1.3008,103.800379,237.0,0.0
2024-11-22 11:49:19.564,SGP-M1,5G-NR,-98.1,-15.6,20.133,20.794,1.3008,103.800379,237.0,0.0
2024-11-22 11:49:20.065,SGP-M1,5G-NR,-99.5,-17.4,16.058,18.79,1.300801,103.800379,237.0,0.0
2024-11-22 11:49:20.577,SGP-M1,5G-NR,-99.0,-15.7,16.545,17.107,1.300801,103.800379,237.0,0.0
2024-11-22 11:49:21.484,SGP-M1,5G-NR,-110.5,-23.9,17.719,17.192,1.300801,103.800379,237.0,0.0
2024-11-22 11:49:22.003,SGP-M1,5G-NR,-101.4,-18.1,5.53,14.223,1.300801,103.800379,135.0,0.0
2024-11-22 11:49:22.578,SGP-M1,5G-NR,-120.1,-27.9,3.928,3.624,1.300801,103.800379,135.0,0.0
2024-11-22 11:49:23.344,SGP-M1,5G-NR,-88.2,-10.5,1.846,7.075,1.300801,103.800379,207.0,0.0
2024-11-22 11:49:24.000,SGP-M1,5G-NR,-87.1,-10.5,42.937,40.883,1.300801,103.800379,207.0,0.0
2024-11-22 11:49:24.582,SGP-M1,5G-NR,-87.8,-10.5,36.669,37.168,1.300801,103.800379,207.0,0.0
2024-11-22 11:49:25.364,SGP-M1,5G-NR,-86.8,-10.5,5.198,9.076,1.300801,103.800379,207.0,0.0
2024-11-22 11:49:26.000,SGP-M1,5G-NR,-86.3,-10.6,29.826,30.407,1.300801,103.800379,207.0,0.0
2024-11-22 11:49:26.502,SGP-M1,5G-NR,-86.1,-10.5,29.937,30.622,1.300801,103.800381,207.0,0.0
2024-11-22 11:49:27.050,SGP-M1,5G-NR,-82.9,-10.7,29.93,29.341,1.300801,103.800382,207.0,1.0
2024-11-22 11:49:27.591,SGP-M1,5G-NR,-86.1,-11.5,30.217,31.363,1.300801,103.800382,207.0,1.0
2024-11-22 11:49:28.092,SGP-M1,5G-NR,-87.4,-11.0,29.466,28.695,1.300798,103.800384,207.0,1.0
