Time,Network,Operator,Technology,MCC,MNC,Network Thrpt DL,Network Thrpt UL,IP Thrpt UL,IP Thrpt DL,Cell ID,gNB,Num Beams,Num SCS Carrier​ (PCell),PCI​ (PCell),SS-RSRP,SS-RSRQ​ (PCell),SS-SINR​ (PCell),Beam Index​ (PCell),Max MIMO-Layers CB PUSCH,Lat,Long,Speed o.g.,SCS​ (PCell),Bandwidth DL​ (PCell),Bandwidth UL​ (PCell),TDD Slot Pattern​ (PCell),CSI-RSRP,Num PUSCH Carrier,Num Slots​ (PCell),Bytes Transferred​ (PCell),Sched PUSCH Thp​ (PCell),Net PUSCH Thp​ (PCell),Retransmission​ (PCell),Average TB Size​ (PCell),Num of TBs​ (PCell),Average RBs​ (PCell),Average MCS Index​ (PCell),PUSCH TxPower​ (PCell),PUSCH Pathloss​ (PCell),Max Num Layers​ (PCell),Modulation​ (PCell),Layer​ (PCell),MAC UL Thp​ (PCell)
13:09.9,Home network,SGP-M1,5G-NR,525,3,925.851,0.192,0,915.289,11264082922,687505,,,343,-81.1,-10.4,35,4,,1.299901,103.781245,0,,,,,,1,56,12208,0.192,0.192,0,218,56,3,14.1,2.4,92,1,64-QAM: 96.4,1 Layer: 100.0,
13:09.9,Home network,SGP-M1,5G-NR,525,3,925.851,0.192,0,915.289,11264082922,687505,,,343,-75.6,-10.4,33.3,4,,1.299901,103.781245,0,,,,,,1,56,12208,0.192,0.192,0,218,56,3,14.1,2.4,92,1,64-QAM: 96.4,1 Layer: 100.0,
13:10.0,Home network,SGP-M1,5G-NR,525,3,925.851,0.192,0,977.451,11264082922,687505,,,343,-75.6,-10.4,33.3,4,,1.299901,103.781245,0,,,,,,1,56,12208,0.192,0.192,0,218,56,3,14.1,2.4,92,1,64-QAM: 96.4,1 Layer: 100.0,
13:10.0,Home network,SGP-M1,5G-NR,525,3,925.851,0.192,0,977.451,11264082922,687505,,,343,-75.6,-10.4,33.3,4,,,,,,,,,,1,56,12208,0.192,0.192,0,218,56,3,14.1,2.4,92,1,64-QAM: 96.4,1 Layer: 100.0,
13:10.4,Home network,SGP-M1,5G-NR,525,3,925.851,0.173,0,977.451,11264082922,687505,,,343,-75.6,-10.4,33.3,4,,,,,,,,,,1,56,12208,0.192,0.192,0,218,56,3,14.1,2.4,92,1,64-QAM: 96.4,1 Layer: 100.0,
13:10.4,Home network,SGP-M1,5G-NR,525,3,925.851,0.173,0,977.451,11264082922,687505,,,343,-75.6,-10.4,33.3,4,,,,,,,,,,1,54,10948,0.173,0.173,0,202.7,54,3,12,2.1,88.9,1,64-QAM: 96.4,1 Layer: 100.0,
13:10.4,Home network,SGP-M1,5G-NR,525,3,925.851,0.173,0,977.451,11264082922,687505,,,343,-75.6,-10.4,33.3,4,,,,,,,,,,1,54,10948,0.173,0.173,0,202.7,54,3,12,2.1,88.9,1,64-QAM: 90.7,1 Layer: 100.0,
13:10.4,Home network,SGP-M1,5G-NR,525,3,1022.526,0.173,0,977.451,11264082922,687505,,,343,-75.6,-10.4,33.3,4,,,,,,,,,,1,54,10948,0.173,0.173,0,202.7,54,3,12,2.1,88.9,1,64-QAM: 90.7,1 Layer: 100.0,
13:10.4,Home network,SGP-M1,5G-NR,525,3,1022.526,0.173,0,977.451,11264082922,687505,,,343,-75.6,-10.4,33.3,4,,1.299904,103.781241,0,,,,,,1,54,10948,0.173,0.173,0,202.7,54,3,12,2.1,88.9,1,64-QAM: 90.7,1 Layer: 100.0,
13:10.4,Home network,SGP-M1,5G-NR,525,3,1022.526,0.173,0,977.451,11264082922,687505,,,343,-70.7,-10.4,32.7,4,,1.299904,103.781241,0,,,,,,1,54,10948,0.173,0.173,0,202.7,54,3,12,2.1,88.9,1,64-QAM: 90.7,1 Layer: 100.0,
13:10.5,Home network,SGP-M1,5G-NR,525,3,1022.526,0.173,0,982.494,11264082922,687505,,,343,-70.7,-10.4,32.7,4,,1.299904,103.781241,0,,,,,,1,54,10948,0.173,0.173,0,202.7,54,3,12,2.1,88.9,1,64-QAM: 90.7,1 Layer: 100.0,
13:10.9,Home network,SGP-M1,5G-NR,525,3,1022.526,0.184,0,982.494,11264082922,687505,,,343,-70.7,-10.4,32.7,4,,1.299904,103.781241,0,,,,,,1,54,10948,0.173,0.173,0,202.7,54,3,12,2.1,88.9,1,64-QAM: 90.7,1 Layer: 100.0,
13:10.9,Home network,SGP-M1,5G-NR,525,3,1022.526,0.184,0,982.494,11264082922,687505,,,343,-70.7,-10.4,32.7,4,,1.299904,103.781241,0,,,,,,1,50,11830,0.184,0.184,0,236.6,50,3,15.2,7.7,93,1,64-QAM: 90.7,1 Layer: 100.0,
13:10.9,Home network,SGP-M1,5G-NR,525,3,1022.526,0.184,0,982.494,11264082922,687505,,,343,-70.7,-10.4,32.7,4,,1.299904,103.781241,0,,,,,,1,50,11830,0.184,0.184,0,236.6,50,3,15.2,7.7,93,1,64-QAM: 100.0,1 Layer: 100.0,
13:10.9,Home network,SGP-M1,5G-NR,525,3,935.11,0.184,0,982.494,11264082922,687505,,,343,-70.7,-10.4,32.7,4,,1.299904,103.781241,0,,,,,,1,50,11830,0.184,0.184,0,236.6,50,3,15.2,7.7,93,1,64-QAM: 100.0,1 Layer: 100.0,
13:10.9,Home network,SGP-M1,5G-NR,525,3,935.11,0.184,0,982.494,11264082922,687505,,,343,-70.7,-10.4,32.7,4,,1.299906,103.781238,0,,,,,,1,50,11830,0.184,0.184,0,236.6,50,3,15.2,7.7,93,1,64-QAM: 100.0,1 Layer: 100.0,
13:10.9,Home network,SGP-M1,5G-NR,525,3,935.11,0.184,0,982.494,11264082922,687505,,,343,-72.1,-10.4,30.4,4,,1.299906,103.781238,0,,,,,,1,50,11830,0.184,0.184,0,236.6,50,3,15.2,7.7,93,1,64-QAM: 100.0,1 Layer: 100.0,
13:11.0,Home network,SGP-M1,5G-NR,525,3,935.11,0.184,0,960.997,11264082922,687505,,,343,-72.1,-10.4,30.4,4,,1.299906,103.781238,0,,,,,,1,50,11830,0.184,0.184,0,236.6,50,3,15.2,7.7,93,1,64-QAM: 100.0,1 Layer: 100.0,
13:11.0,Home network,SGP-M1,5G-NR,525,3,935.11,0.184,0,960.997,11264082922,687505,,,343,-72.1,-10.4,30.4,4,,,,,,,,,,1,50,11830,0.184,0.184,0,236.6,50,3,15.2,7.7,93,1,64-QAM: 100.0,1 Layer: 100.0,
13:11.4,Home network,SGP-M1,5G-NR,525,3,935.11,0.171,0,960.997,11264082922,687505,,,343,-72.1,-10.4,30.4,4,,,,,,,,,,1,50,11830,0.184,0.184,0,236.6,50,3,15.2,7.7,93,1,64-QAM: 100.0,1 Layer: 100.0,
13:11.4,Home network,SGP-M1,5G-NR,525,3,935.11,0.171,0,960.997,11264082922,687505,,,343,-72.1,-10.4,30.4,4,,,,,,,,,,1,52,10932,0.171,0.171,0,210.2,52,3,13.7,7.1,97.2,1,64-QAM: 100.0,1 Layer: 100.0,
13:11.4,Home network,SGP-M1,5G-NR,525,3,904.371,0.171,0,960.997,11264082922,687505,,,343,-72.1,-10.4,30.4,4,,,,,,,,,,1,52,10932,0.171,0.171,0,210.2,52,3,13.7,7.1,97.2,1,64-QAM: 100.0,1 Layer: 100.0,
13:11.5,Home network,SGP-M1,5G-NR,525,3,904.371,0.171,0,960.997,11264082922,687505,,,343,-76.6,-10.3,31.3,4,,,,,,,,,,1,52,10932,0.171,0.171,0,210.2,52,3,13.7,7.1,97.2,1,64-QAM: 100.0,1 Layer: 100.0,
13:11.5,Home network,SGP-M1,5G-NR,525,3,904.371,0.171,0,960.997,11264082922,687505,,,343,-76.6,-10.3,31.3,4,,1.299908,103.781234,1,,,,,,1,52,10932,0.171,0.171,0,210.2,52,3,13.7,7.1,97.2,1,64-QAM: 100.0,1 Layer: 100.0,
13:11.5,Home network,SGP-M1,5G-NR,525,3,904.371,0.171,0,853.452,11264082922,687505,,,343,-76.6,-10.3,31.3,4,,1.299908,103.781234,1,,,,,,1,52,10932,0.171,0.171,0,210.2,52,3,13.7,7.1,97.2,1,64-QAM: 100.0,1 Layer: 100.0,
13:11.9,Home network,SGP-M1,5G-NR,525,3,904.371,0.213,0,853.452,11264082922,687505,,,343,-76.6,-10.3,31.3,4,,1.299908,103.781234,1,,,,,,1,52,10932,0.171,0.171,0,210.2,52,3,13.7,7.1,97.2,1,64-QAM: 100.0,1 Layer: 100.0,
13:11.9,Home network,SGP-M1,5G-NR,525,3,904.371,0.213,0,853.452,11264082922,687505,,,343,-76.6,-10.3,31.3,4,,1.299908,103.781234,1,,,,,,1,54,13502,0.213,0.213,0,250,54,3,15,10.5,102.2,1,64-QAM: 100.0,1 Layer: 100.0,
13:11.9,Home network,SGP-M1,5G-NR,525,3,802.808,0.213,0,853.452,11264082922,687505,,,343,-76.6,-10.3,31.3,4,,1.299908,103.781234,1,,,,,,1,54,13502,0.213,0.213,0,250,54,3,15,10.5,102.2,1,64-QAM: 100.0,1 Layer: 100.0,
13:12.0,Home network,SGP-M1,5G-NR,525,3,802.808,0.213,0,853.452,11264082922,687505,,,343,-83.7,-10.4,28.2,4,,1.299908,103.781234,1,,,,,,1,54,13502,0.213,0.213,0,250,54,3,15,10.5,102.2,1,64-QAM: 100.0,1 Layer: 100.0,
13:12.0,Home network,SGP-M1,5G-NR,525,3,802.808,0.213,0,853.452,11264082922,687505,,,343,-83.7,-10.4,28.2,4,,1.29991,103.78123,1,,,,,,1,54,13502,0.213,0.213,0,250,54,3,15,10.5,102.2,1,64-QAM: 100.0,1 Layer: 100.0,
13:12.0,Home network,SGP-M1,5G-NR,525,3,802.808,0.213,0,857.665,11264082922,687505,,,343,-83.7,-10.4,28.2,4,,1.29991,103.78123,1,,,,,,1,54,13502,0.213,0.213,0,250,54,3,15,10.5,102.2,1,64-QAM: 100.0,1 Layer: 100.0,
13:12.0,Home network,SGP-M1,5G-NR,525,3,802.808,0.213,0,857.665,11264082922,687505,,,343,-83.7,-10.4,28.2,4,,,,,,,,,,1,54,13502,0.213,0.213,0,250,54,3,15,10.5,102.2,1,64-QAM: 100.0,1 Layer: 100.0,
13:12.4,Home network,SGP-M1,5G-NR,525,3,802.808,0.148,0,857.665,11264082922,687505,,,343,-83.7,-10.4,28.2,4,,,,,,,,,,1,54,13502,0.213,0.213,0,250,54,3,15,10.5,102.2,1,64-QAM: 100.0,1 Layer: 100.0,
13:12.4,Home network,SGP-M1,5G-NR,525,3,802.808,0.148,0,857.665,11264082922,687505,,,343,-83.7,-10.4,28.2,4,,,,,,,,,,1,51,9611,0.148,0.148,0,188.5,51,3,12.4,3.3,99,1,64-QAM: 100.0,1 Layer: 100.0,
13:12.4,Home network,SGP-M1,5G-NR,525,3,802.808,0.148,0,857.665,11264082922,687505,,,343,-83.7,-10.4,28.2,4,,,,,,,,,,1,51,9611,0.148,0.148,0,188.5,51,3,12.4,3.3,99,1,64-QAM: 70.6,1 Layer: 100.0,
13:12.4,Home network,SGP-M1,5G-NR,525,3,872.504,0.148,0,857.665,11264082922,687505,,,343,-83.7,-10.4,28.2,4,,,,,,,,,,1,51,9611,0.148,0.148,0,188.5,51,3,12.4,3.3,99,1,64-QAM: 70.6,1 Layer: 100.0,
13:12.4,Home network,SGP-M1,5G-NR,525,3,872.504,0.148,0,857.665,11264082922,687505,,,343,-78.4,-10.4,30.8,4,,,,,,,,,,1,51,9611,0.148,0.148,0,188.5,51,3,12.4,3.3,99,1,64-QAM: 70.6,1 Layer: 100.0,
13:12.5,Home network,SGP-M1,5G-NR,525,3,872.504,0.148,0,858.318,11264082922,687505,,,343,-78.4,-10.4,30.8,4,,,,,,,,,,1,51,9611,0.148,0.148,0,188.5,51,3,12.4,3.3,99,1,64-QAM: 70.6,1 Layer: 100.0,
13:12.5,Home network,SGP-M1,5G-NR,525,3,872.504,0.148,0,858.318,11264082922,687505,,,343,-78.4,-10.4,30.8,4,,1.299912,103.781227,1,,,,,,1,51,9611,0.148,0.148,0,188.5,51,3,12.4,3.3,99,1,64-QAM: 70.6,1 Layer: 100.0,
13:12.9,Home network,SGP-M1,5G-NR,525,3,872.504,0.184,0,858.318,11264082922,687505,,,343,-78.4,-10.4,30.8,4,,1.299912,103.781227,1,,,,,,1,51,9611,0.148,0.148,0,188.5,51,3,12.4,3.3,99,1,64-QAM: 70.6,1 Layer: 100.0,
13:12.9,Home network,SGP-M1,5G-NR,525,3,872.504,0.184,0,858.318,11264082922,687505,,,343,-78.4,-10.4,30.8,4,,1.299912,103.781227,1,,,,,,1,54,11750,0.184,0.184,0,217.6,54,3,14.1,1.8,94.8,1,64-QAM: 70.6,1 Layer: 100.0,
13:12.9,Home network,SGP-M1,5G-NR,525,3,872.504,0.184,0,858.318,11264082922,687505,,,343,-78.4,-10.4,30.8,4,,1.299912,103.781227,1,,,,,,1,54,11750,0.184,0.184,0,217.6,54,3,14.1,1.8,94.8,1,64-QAM: 100.0,1 Layer: 100.0,
13:12.9,Home network,SGP-M1,5G-NR,525,3,850.419,0.184,0,858.318,11264082922,687505,,,343,-78.4,-10.4,30.8,4,,1.299912,103.781227,1,,,,,,1,54,11750,0.184,0.184,0,217.6,54,3,14.1,1.8,94.8,1,64-QAM: 100.0,1 Layer: 100.0,
13:13.0,Home network,SGP-M1,5G-NR,525,3,850.419,0.184,0,858.318,11264082922,687505,,,343,-76.9,-10.4,32.5,4,,1.299912,103.781227,1,,,,,,1,54,11750,0.184,0.184,0,217.6,54,3,14.1,1.8,94.8,1,64-QAM: 100.0,1 Layer: 100.0,
13:13.0,Home network,SGP-M1,5G-NR,525,3,850.419,0.184,0,892.325,11264082922,687505,,,343,-76.9,-10.4,32.5,4,,1.299912,103.781227,1,,,,,,1,54,11750,0.184,0.184,0,217.6,54,3,14.1,1.8,94.8,1,64-QAM: 100.0,1 Layer: 100.0,
13:13.0,Home network,SGP-M1,5G-NR,525,3,850.419,0.184,0,892.325,11264082922,687505,,,343,-76.9,-10.4,32.5,4,,,,,,,,,,1,54,11750,0.184,0.184,0,217.6,54,3,14.1,1.8,94.8,1,64-QAM: 100.0,1 Layer: 100.0,
13:13.1,Home network,SGP-M1,5G-NR,525,3,850.419,0.184,0,892.325,11264082922,687505,,,343,-76.9,-10.4,32.5,4,,1.299914,103.781223,1,,,,,,1,54,11750,0.184,0.184,0,217.6,54,3,14.1,1.8,94.8,1,64-QAM: 100.0,1 Layer: 100.0,
13:13.4,Home network,SGP-M1,5G-NR,525,3,850.419,0.214,0,892.325,11264082922,687505,,,343,-76.9,-10.4,32.5,4,,1.299914,103.781223,1,,,,,,1,54,11750,0.184,0.184,0,217.6,54,3,14.1,1.8,94.8,1,64-QAM: 100.0,1 Layer: 100.0,
13:13.4,Home network,SGP-M1,5G-NR,525,3,850.419,0.214,0,892.325,11264082922,687505,,,343,-76.9,-10.4,32.5,4,,1.299914,103.781223,1,,,,,,1,52,13724,0.214,0.214,0,263.9,52,3,15.7,2,95,1,64-QAM: 100.0,1 Layer: 100.0,
13:13.4,Home network,SGP-M1,5G-NR,525,3,893.712,0.214,0,892.325,11264082922,687505,,,343,-76.9,-10.4,32.5,4,,1.299914,103.781223,1,,,,,,1,52,13724,0.214,0.214,0,263.9,52,3,15.7,2,95,1,64-QAM: 100.0,1 Layer: 100.0,
13:13.5,Home network,SGP-M1,5G-NR,525,3,893.712,0.214,0,841.953,11264082922,687505,,,343,-76.9,-10.4,32.5,4,,1.299914,103.781223,1,,,,,,1,52,13724,0.214,0.214,0,263.9,52,3,15.7,2,95,1,64-QAM: 100.0,1 Layer: 100.0,
13:13.5,Home network,SGP-M1,5G-NR,525,3,893.712,0.214,0,841.953,11264082922,687505,,,343,-78.4,-10.4,32,4,,1.299914,103.781223,1,,,,,,1,52,13724,0.214,0.214,0,263.9,52,3,15.7,2,95,1,64-QAM: 100.0,1 Layer: 100.0,
13:13.6,Home network,SGP-M1,5G-NR,525,3,893.712,0.214,0,841.953,11264082922,687505,,,343,-78.4,-10.4,32,4,,1.299916,103.781219,1,,,,,,1,52,13724,0.214,0.214,0,263.9,52,3,15.7,2,95,1,64-QAM: 100.0,1 Layer: 100.0,
13:13.9,Home network,SGP-M1,5G-NR,525,3,893.712,0.2,0,841.953,11264082922,687505,,,343,-78.4,-10.4,32,4,,1.299916,103.781219,1,,,,,,1,52,13724,0.214,0.214,0,263.9,52,3,15.7,2,95,1,64-QAM: 100.0,1 Layer: 100.0,
13:13.9,Home network,SGP-M1,5G-NR,525,3,893.712,0.2,0,841.953,11264082922,687505,,,343,-78.4,-10.4,32,4,,1.299916,103.781219,1,,,,,,1,55,12674,0.2,0.2,0,230.4,55,3,14.1,-5.8,91.2,1,64-QAM: 100.0,1 Layer: 100.0,
13:13.9,Home network,SGP-M1,5G-NR,525,3,889.73,0.2,0,841.953,11264082922,687505,,,343,-78.4,-10.4,32,4,,1.299916,103.781219,1,,,,,,1,55,12674,0.2,0.2,0,230.4,55,3,14.1,-5.8,91.2,1,64-QAM: 100.0,1 Layer: 100.0,
13:14.0,Home network,SGP-M1,5G-NR,525,3,889.73,0.2,0.013,841.953,11264082922,687505,,,343,-78.4,-10.4,32,4,,1.299916,103.781219,1,,,,,,1,55,12674,0.2,0.2,0,230.4,55,3,14.1,-5.8,91.2,1,64-QAM: 100.0,1 Layer: 100.0,
13:14.0,Home network,SGP-M1,5G-NR,525,3,889.73,0.2,0.013,704.778,11264082922,687505,,,343,-78.4,-10.4,32,4,,1.299916,103.781219,1,,,,,,1,55,12674,0.2,0.2,0,230.4,55,3,14.1,-5.8,91.2,1,64-QAM: 100.0,1 Layer: 100.0,
13:14.0,Home network,SGP-M1,5G-NR,525,3,889.73,0.2,0.013,704.778,11264082922,687505,,,343,-78.4,-10.4,32,4,,,,,,,,,,1,55,12674,0.2,0.2,0,230.4,55,3,14.1,-5.8,91.2,1,64-QAM: 100.0,1 Layer: 100.0,
13:14.0,Home network,SGP-M1,5G-NR,525,3,889.73,0.2,0.013,704.778,11264082922,687505,,,343,-72.7,-10.3,30.9,4,,,,,,,,,,1,55,12674,0.2,0.2,0,230.4,55,3,14.1,-5.8,91.2,1,64-QAM: 100.0,1 Layer: 100.0,
13:14.1,Home network,SGP-M1,5G-NR,525,3,889.73,0.2,0.013,704.778,11264082922,687505,,,343,-72.7,-10.3,30.9,4,,1.299918,103.781215,2,,,,,,1,55,12674,0.2,0.2,0,230.4,55,3,14.1,-5.8,91.2,1,64-QAM: 100.0,1 Layer: 100.0,
13:14.4,Home network,SGP-M1,5G-NR,525,3,889.73,0.132,0.013,704.778,11264082922,687505,,,343,-72.7,-10.3,30.9,4,,1.299918,103.781215,2,,,,,,1,55,12674,0.2,0.2,0,230.4,55,3,14.1,-5.8,91.2,1,64-QAM: 100.0,1 Layer: 100.0,
13:14.4,Home network,SGP-M1,5G-NR,525,3,889.73,0.132,0.013,704.778,11264082922,687505,,,343,-72.7,-10.3,30.9,4,,1.299918,103.781215,2,,,,,,1,39,8555,0.132,0.132,0,219.4,39,3,14.2,-1.6,92,1,64-QAM: 100.0,1 Layer: 100.0,
13:14.4,Home network,SGP-M1,5G-NR,525,3,115.456,0.132,0.013,704.778,11264082922,687505,,,343,-72.7,-10.3,30.9,4,,1.299918,103.781215,2,,,,,,1,39,8555,0.132,0.132,0,219.4,39,3,14.2,-1.6,92,1,64-QAM: 100.0,1 Layer: 100.0,
13:14.5,Home network,SGP-M1,5G-NR,525,3,115.456,0.132,0.011,704.778,11264082922,687505,,,343,-72.7,-10.3,30.9,4,,1.299918,103.781215,2,,,,,,1,39,8555,0.132,0.132,0,219.4,39,3,14.2,-1.6,92,1,64-QAM: 100.0,1 Layer: 100.0,
13:14.5,Home network,SGP-M1,5G-NR,525,3,115.456,0.132,0.011,364.928,11264082922,687505,,,343,-72.7,-10.3,30.9,4,,1.299918,103.781215,2,,,,,,1,39,8555,0.132,0.132,0,219.4,39,3,14.2,-1.6,92,1,64-QAM: 100.0,1 Layer: 100.0,
13:14.5,Home network,SGP-M1,5G-NR,525,3,115.456,0.132,0.011,364.928,11264082922,687505,,,343,-71.3,-10.3,27,4,,1.299918,103.781215,2,,,,,,1,39,8555,0.132,0.132,0,219.4,39,3,14.2,-1.6,92,1,64-QAM: 100.0,1 Layer: 100.0,
13:14.7,Home network,SGP-M1,5G-NR,525,3,115.456,0.132,0.011,364.928,11264082922,687505,,,343,-71.3,-10.3,27,4,,1.299921,103.781212,2,,,,,,1,39,8555,0.132,0.132,0,219.4,39,3,14.2,-1.6,92,1,64-QAM: 100.0,1 Layer: 100.0,
13:14.9,Home network,SGP-M1,5G-NR,525,3,115.456,0.2,0.011,364.928,11264082922,687505,,,343,-71.3,-10.3,27,4,,1.299921,103.781212,2,,,,,,1,39,8555,0.132,0.132,0,219.4,39,3,14.2,-1.6,92,1,64-QAM: 100.0,1 Layer: 100.0,
13:14.9,Home network,SGP-M1,5G-NR,525,3,115.456,0.2,0.011,364.928,11264082922,687505,,,343,-71.3,-10.3,27,4,,1.299921,103.781212,2,,,,,,1,56,12651,0.2,0.2,0,225.9,56,3,13.9,3.3,94.6,1,64-QAM: 100.0,1 Layer: 100.0,
13:14.9,Home network,SGP-M1,5G-NR,525,3,115.456,0.2,0.011,364.928,11264082922,687505,,,343,-71.3,-10.3,27,4,,1.299921,103.781212,2,,,,,,1,56,12651,0.2,0.2,0,225.9,56,3,13.9,3.3,94.6,1,64-QAM: 96.4,1 Layer: 100.0,
13:14.9,Home network,SGP-M1,5G-NR,525,3,836.838,0.2,0.011,364.928,11264082922,687505,,,343,-71.3,-10.3,27,4,,1.299921,103.781212,2,,,,,,1,56,12651,0.2,0.2,0,225.9,56,3,13.9,3.3,94.6,1,64-QAM: 96.4,1 Layer: 100.0,
13:15.0,Home network,SGP-M1,5G-NR,525,3,836.838,0.2,0,364.928,11264082922,687505,,,343,-71.3,-10.3,27,4,,1.299921,103.781212,2,,,,,,1,56,12651,0.2,0.2,0,225.9,56,3,13.9,3.3,94.6,1,64-QAM: 96.4,1 Layer: 100.0,
13:15.0,Home network,SGP-M1,5G-NR,525,3,836.838,0.2,0,814.545,11264082922,687505,,,343,-71.3,-10.3,27,4,,1.299921,103.781212,2,,,,,,1,56,12651,0.2,0.2,0,225.9,56,3,13.9,3.3,94.6,1,64-QAM: 96.4,1 Layer: 100.0,
13:15.0,Home network,SGP-M1,5G-NR,525,3,836.838,0.2,0,814.545,11264082922,687505,,,343,-71.3,-10.3,27,4,,,,,,,,,,1,56,12651,0.2,0.2,0,225.9,56,3,13.9,3.3,94.6,1,64-QAM: 96.4,1 Layer: 100.0,
13:15.0,Home network,SGP-M1,5G-NR,525,3,836.838,0.2,0,814.545,11264082922,687505,,,343,-74.6,-10.4,31.7,4,,,,,,,,,,1,56,12651,0.2,0.2,0,225.9,56,3,13.9,3.3,94.6,1,64-QAM: 96.4,1 Layer: 100.0,
13:15.2,Home network,SGP-M1,5G-NR,525,3,836.838,0.2,0,814.545,11264082922,687505,,,343,-74.6,-10.4,31.7,4,,1.299923,103.781208,2,,,,,,1,56,12651,0.2,0.2,0,225.9,56,3,13.9,3.3,94.6,1,64-QAM: 96.4,1 Layer: 100.0,
13:15.4,Home network,SGP-M1,5G-NR,525,3,836.838,0.216,0,814.545,11264082922,687505,,,343,-74.6,-10.4,31.7,4,,1.299923,103.781208,2,,,,,,1,56,12651,0.2,0.2,0,225.9,56,3,13.9,3.3,94.6,1,64-QAM: 96.4,1 Layer: 100.0,
13:15.4,Home network,SGP-M1,5G-NR,525,3,836.838,0.216,0,814.545,11264082922,687505,,,343,-74.6,-10.4,31.7,4,,1.299923,103.781208,2,,,,,,1,54,13842,0.216,0.216,0,256.3,54,3,16.3,9.5,95.9,1,64-QAM: 96.4,1 Layer: 100.0,
13:15.4,Home network,SGP-M1,5G-NR,525,3,836.838,0.216,0,814.545,11264082922,687505,,,343,-74.6,-10.4,31.7,4,,1.299923,103.781208,2,,,,,,1,54,13842,0.216,0.216,0,256.3,54,3,16.3,9.5,95.9,1,64-QAM: 100.0,1 Layer: 100.0,
13:15.4,Home network,SGP-M1,5G-NR,525,3,843.521,0.216,0,814.545,11264082922,687505,,,343,-74.6,-10.4,31.7,4,,1.299923,103.781208,2,,,,,,1,54,13842,0.216,0.216,0,256.3,54,3,16.3,9.5,95.9,1,64-QAM: 100.0,1 Layer: 100.0,
13:15.5,Home network,SGP-M1,5G-NR,525,3,843.521,0.216,0,835.869,11264082922,687505,,,343,-74.6,-10.4,31.7,4,,1.299923,103.781208,2,,,,,,1,54,13842,0.216,0.216,0,256.3,54,3,16.3,9.5,95.9,1,64-QAM: 100.0,1 Layer: 100.0,
13:15.5,Home network,SGP-M1,5G-NR,525,3,843.521,0.216,0,835.869,11264082922,687505,,,343,-78.8,-10.4,32.3,4,,1.299923,103.781208,2,,,,,,1,54,13842,0.216,0.216,0,256.3,54,3,16.3,9.5,95.9,1,64-QAM: 100.0,1 Layer: 100.0,
13:15.7,Home network,SGP-M1,5G-NR,525,3,843.521,0.216,0,835.869,11264082922,687505,,,343,-78.8,-10.4,32.3,4,,1.299925,103.781204,2,,,,,,1,54,13842,0.216,0.216,0,256.3,54,3,16.3,9.5,95.9,1,64-QAM: 100.0,1 Layer: 100.0,
13:15.9,Home network,SGP-M1,5G-NR,525,3,843.521,0.201,0,835.869,11264082922,687505,,,343,-78.8,-10.4,32.3,4,,1.299925,103.781204,2,,,,,,1,54,13842,0.216,0.216,0,256.3,54,3,16.3,9.5,95.9,1,64-QAM: 100.0,1 Layer: 100.0,
13:15.9,Home network,SGP-M1,5G-NR,525,3,843.521,0.201,0,835.869,11264082922,687505,,,343,-78.8,-10.4,32.3,4,,1.299925,103.781204,2,,,,,,1,51,12967,0.201,0.201,0,254.3,51,3,16.2,1.3,93.5,1,64-QAM: 100.0,1 Layer: 100.0,
13:15.9,Home network,SGP-M1,5G-NR,525,3,836.591,0.201,0,835.869,11264082922,687505,,,343,-78.8,-10.4,32.3,4,,1.299925,103.781204,2,,,,,,1,51,12967,0.201,0.201,0,254.3,51,3,16.2,1.3,93.5,1,64-QAM: 100.0,1 Layer: 100.0,
13:16.0,Home network,SGP-M1,5G-NR,525,3,836.591,0.201,0,858.801,11264082922,687505,,,343,-78.8,-10.4,32.3,4,,1.299925,103.781204,2,,,,,,1,51,12967,0.201,0.201,0,254.3,51,3,16.2,1.3,93.5,1,64-QAM: 100.0,1 Layer: 100.0,
13:16.0,Home network,SGP-M1,5G-NR,525,3,836.591,0.201,0,858.801,11264082922,687505,,,343,-78.8,-10.4,32.3,4,,,,,,,,,,1,51,12967,0.201,0.201,0,254.3,51,3,16.2,1.3,93.5,1,64-QAM: 100.0,1 Layer: 100.0,
13:16.1,Home network,SGP-M1,5G-NR,525,3,836.591,0.201,0,858.801,11264082922,687505,,,343,-74,-10.4,32.8,4,,,,,,,,,,1,51,12967,0.201,0.201,0,254.3,51,3,16.2,1.3,93.5,1,64-QAM: 100.0,1 Layer: 100.0,
13:16.3,Home network,SGP-M1,5G-NR,525,3,836.591,0.201,0,858.801,11264082922,687505,,,343,-74,-10.4,32.8,4,,1.299927,103.781201,2,,,,,,1,51,12967,0.201,0.201,0,254.3,51,3,16.2,1.3,93.5,1,64-QAM: 100.0,1 Layer: 100.0,
13:16.4,Home network,SGP-M1,5G-NR,525,3,836.591,0.194,0,858.801,11264082922,687505,,,343,-74,-10.4,32.8,4,,1.299927,103.781201,2,,,,,,1,51,12967,0.201,0.201,0,254.3,51,3,16.2,1.3,93.5,1,64-QAM: 100.0,1 Layer: 100.0,
13:16.4,Home network,SGP-M1,5G-NR,525,3,836.591,0.194,0,858.801,11264082922,687505,,,343,-74,-10.4,32.8,4,,1.299927,103.781201,2,,,,,,1,52,12388,0.194,0.194,0,238.2,52,3,15.2,-4.8,88.7,1,64-QAM: 100.0,1 Layer: 100.0,
