Time,Network,Operator,Technology,MCC,MNC,Network Thrpt DL,Network Thrpt UL,IP Thrpt UL,IP Thrpt DL,Cell ID,gNB,Num Beams,Num SCS Carrier​ (PCell),PCI​ (PCell),SS-RSRP,SS-RSRQ​ (PCell),SS-SINR​ (PCell),Beam Index​ (PCell),Max MIMO-Layers CB PUSCH,Lat,Long,Speed o.g.,SCS​ (PCell),Bandwidth DL​ (PCell),Bandwidth UL​ (PCell),TDD Slot Pattern​ (PCell),CSI-RSRP,Num PUSCH Carrier,Num Slots​ (PCell),Bytes Transferred​ (PCell),Sched PUSCH Thp​ (PCell),Net PUSCH Thp​ (PCell),Retransmission​ (PCell),Average TB Size​ (PCell),Num of TBs​ (PCell),Average RBs​ (PCell),Average MCS Index​ (PCell),PUSCH TxPower​ (PCell),PUSCH Pathloss​ (PCell),Max Num Layers​ (PCell),Modulation​ (PCell),Layer​ (PCell),MAC UL Thp​ (PCell)
13:32.1,Home network,SGP-M1,5G-NR,525,3,451.78,0.18,0,446.473,11264082922,687505,,,343,-98,-10.6,15.9,5,,1.299974,103.781189,1,,,,,,1,47,11399,0.18,0.18,0,242.5,47,3,15.5,20.9,115.7,1,64-QAM: 100.0,1 Layer: 100.0,
13:32.1,Home network,SGP-M1,5G-NR,525,3,451.78,0.18,0,446.473,11264082922,687505,,,343,-96.2,-10.5,22.2,4,,1.299974,103.781189,1,,,,,,1,47,11399,0.18,0.18,0,242.5,47,3,15.5,20.9,115.7,1,64-QAM: 100.0,1 Layer: 100.0,
13:32.3,Home network,SGP-M1,5G-NR,525,3,428.695,0.18,0,446.473,11264082922,687505,,,343,-96.2,-10.5,22.2,4,,1.299974,103.781189,1,,,,,,1,47,11399,0.18,0.18,0,242.5,47,3,15.5,20.9,115.7,1,64-QAM: 100.0,1 Layer: 100.0,
13:32.4,Home network,SGP-M1,5G-NR,525,3,428.695,0.186,0,446.473,11264082922,687505,,,343,-96.2,-10.5,22.2,4,,1.299974,103.781189,1,,,,,,1,47,11399,0.18,0.18,0,242.5,47,3,15.5,20.9,115.7,1,64-QAM: 100.0,1 Layer: 100.0,
13:32.4,Home network,SGP-M1,5G-NR,525,3,428.695,0.186,0,446.473,11264082922,687505,,,343,-96.2,-10.5,22.2,4,,1.299974,103.781189,1,,,,,,1,47,11902,0.186,0.186,0,253.2,47,3,15.4,21.2,123,1,64-QAM: 100.0,1 Layer: 100.0,
13:32.5,Home network,SGP-M1,5G-NR,525,3,428.695,0.186,0,430.688,11264082922,687505,,,343,-96.2,-10.5,22.2,4,,1.299974,103.781189,1,,,,,,1,47,11902,0.186,0.186,0,253.2,47,3,15.4,21.2,123,1,64-QAM: 100.0,1 Layer: 100.0,
13:32.6,Home network,SGP-M1,5G-NR,525,3,428.695,0.186,0,430.688,11264082922,687505,,,343,-99,-10.7,14.2,3,,1.299974,103.781189,1,,,,,,1,47,11902,0.186,0.186,0,253.2,47,3,15.4,21.2,123,1,64-QAM: 100.0,1 Layer: 100.0,
13:32.7,Home network,SGP-M1,5G-NR,525,3,428.695,0.186,0,430.688,11264082922,687505,,,343,-99.7,-10.6,13.6,5,,1.299974,103.781189,1,,,,,,1,47,11902,0.186,0.186,0,253.2,47,3,15.4,21.2,123,1,64-QAM: 100.0,1 Layer: 100.0,
13:32.8,Home network,SGP-M1,5G-NR,525,3,417.171,0.186,0,430.688,11264082922,687505,,,343,-99.7,-10.6,13.6,5,,1.299974,103.781189,1,,,,,,1,47,11902,0.186,0.186,0,253.2,47,3,15.4,21.2,123,1,64-QAM: 100.0,1 Layer: 100.0,
13:32.9,Home network,SGP-M1,5G-NR,525,3,417.171,0.164,0,430.688,11264082922,687505,,,343,-99.7,-10.6,13.6,5,,1.299974,103.781189,1,,,,,,1,47,11902,0.186,0.186,0,253.2,47,3,15.4,21.2,123,1,64-QAM: 100.0,1 Layer: 100.0,
13:32.9,Home network,SGP-M1,5G-NR,525,3,417.171,0.164,0,430.688,11264082922,687505,,,343,-99.7,-10.6,13.6,5,,1.299974,103.781189,1,,,,,,1,45,10437,0.164,0.164,0,231.9,45,3,14.9,21.5,121.3,1,64-QAM: 100.0,1 Layer: 100.0,
13:33.0,Home network,SGP-M1,5G-NR,525,3,417.171,0.164,0,401.975,11264082922,687505,,,343,-99.7,-10.6,13.6,5,,1.299974,103.781189,1,,,,,,1,45,10437,0.164,0.164,0,231.9,45,3,14.9,21.5,121.3,1,64-QAM: 100.0,1 Layer: 100.0,
13:33.0,Home network,SGP-M1,5G-NR,525,3,417.171,0.164,0,401.975,11264082922,687505,,,343,-99.7,-10.6,13.6,5,,,,,,,,,,1,45,10437,0.164,0.164,0,231.9,45,3,14.9,21.5,121.3,1,64-QAM: 100.0,1 Layer: 100.0,
13:33.0,Home network,SGP-M1,5G-NR,525,3,417.171,0.164,0,401.975,11264082922,687505,,,343,-99.7,-10.6,13.6,5,,1.299976,103.781186,1,,,,,,1,45,10437,0.164,0.164,0,231.9,45,3,14.9,21.5,121.3,1,64-QAM: 100.0,1 Layer: 100.0,
13:33.2,Home network,SGP-M1,5G-NR,525,3,417.171,0.164,0,401.975,11264082922,687505,,,343,-97.1,-10.5,20.6,4,,1.299976,103.781186,1,,,,,,1,45,10437,0.164,0.164,0,231.9,45,3,14.9,21.5,121.3,1,64-QAM: 100.0,1 Layer: 100.0,
13:33.3,Home network,SGP-M1,5G-NR,525,3,359.988,0.164,0,401.975,11264082922,687505,,,343,-97.1,-10.5,20.6,4,,1.299976,103.781186,1,,,,,,1,45,10437,0.164,0.164,0,231.9,45,3,14.9,21.5,121.3,1,64-QAM: 100.0,1 Layer: 100.0,
13:33.4,Home network,SGP-M1,5G-NR,525,3,359.988,0.146,0,401.975,11264082922,687505,,,343,-97.1,-10.5,20.6,4,,1.299976,103.781186,1,,,,,,1,45,10437,0.164,0.164,0,231.9,45,3,14.9,21.5,121.3,1,64-QAM: 100.0,1 Layer: 100.0,
13:33.4,Home network,SGP-M1,5G-NR,525,3,359.988,0.146,0,401.975,11264082922,687505,,,343,-97.1,-10.5,20.6,4,,1.299976,103.781186,1,,,,,,1,40,9440,0.146,0.142,2.5,236,40,3,15.2,21.5,113.3,1,64-QAM: 100.0,1 Layer: 100.0,
13:33.5,Home network,SGP-M1,5G-NR,525,3,359.988,0.146,0,331.498,11264082922,687505,,,343,-97.1,-10.5,20.6,4,,1.299976,103.781186,1,,,,,,1,40,9440,0.146,0.142,2.5,236,40,3,15.2,21.5,113.3,1,64-QAM: 100.0,1 Layer: 100.0,
13:33.7,Home network,SGP-M1,5G-NR,525,3,359.988,0.146,0,331.498,11264082922,687505,,,343,-98.6,-10.6,20.4,4,,1.299976,103.781186,1,,,,,,1,40,9440,0.146,0.142,2.5,236,40,3,15.2,21.5,113.3,1,64-QAM: 100.0,1 Layer: 100.0,
13:33.8,Home network,SGP-M1,5G-NR,525,3,360.836,0.146,0,331.498,11264082922,687505,,,343,-98.6,-10.6,20.4,4,,1.299976,103.781186,1,,,,,,1,40,9440,0.146,0.142,2.5,236,40,3,15.2,21.5,113.3,1,64-QAM: 100.0,1 Layer: 100.0,
13:33.9,Home network,SGP-M1,5G-NR,525,3,360.836,0.163,0,331.498,11264082922,687505,,,343,-98.6,-10.6,20.4,4,,1.299976,103.781186,1,,,,,,1,40,9440,0.146,0.142,2.5,236,40,3,15.2,21.5,113.3,1,64-QAM: 100.0,1 Layer: 100.0,
13:33.9,Home network,SGP-M1,5G-NR,525,3,360.836,0.163,0,331.498,11264082922,687505,,,343,-98.6,-10.6,20.4,4,,1.299976,103.781186,1,,,,,,1,45,10529,0.167,0.167,0,234,45,3,15,21.5,117.6,1,64-QAM: 100.0,1 Layer: 100.0,
13:34.0,Home network,SGP-M1,5G-NR,525,3,360.836,0.163,0,331.498,11264082922,687505,,,343,-98.6,-10.6,20.4,4,,1.299978,103.781183,1,,,,,,1,45,10529,0.167,0.167,0,234,45,3,15,21.5,117.6,1,64-QAM: 100.0,1 Layer: 100.0,
13:34.0,Home network,SGP-M1,5G-NR,525,3,360.836,0.163,0,397.922,11264082922,687505,,,343,-98.6,-10.6,20.4,4,,1.299978,103.781183,1,,,,,,1,45,10529,0.167,0.167,0,234,45,3,15,21.5,117.6,1,64-QAM: 100.0,1 Layer: 100.0,
13:34.0,Home network,SGP-M1,5G-NR,525,3,360.836,0.163,0,397.922,11264082922,687505,,,343,-98.6,-10.6,20.4,4,,,,,,,,,,1,45,10529,0.167,0.167,0,234,45,3,15,21.5,117.6,1,64-QAM: 100.0,1 Layer: 100.0,
13:34.3,Home network,SGP-M1,5G-NR,525,3,360.836,0.163,0,397.922,11264082922,687505,,,343,-101.5,-10.7,18.4,4,,,,,,,,,,1,45,10529,0.167,0.167,0,234,45,3,15,21.5,117.6,1,64-QAM: 100.0,1 Layer: 100.0,
13:34.3,Home network,SGP-M1,5G-NR,525,3,398.76,0.163,0,397.922,11264082922,687505,,,343,-101.5,-10.7,18.4,4,,,,,,,,,,1,45,10529,0.167,0.167,0,234,45,3,15,21.5,117.6,1,64-QAM: 100.0,1 Layer: 100.0,
13:34.4,Home network,SGP-M1,5G-NR,525,3,398.76,0.169,0,397.922,11264082922,687505,,,343,-101.5,-10.7,18.4,4,,,,,,,,,,1,45,10529,0.167,0.167,0,234,45,3,15,21.5,117.6,1,64-QAM: 100.0,1 Layer: 100.0,
13:34.4,Home network,SGP-M1,5G-NR,525,3,398.76,0.169,0,397.922,11264082922,687505,,,343,-101.5,-10.7,18.4,4,,,,,,,,,,1,45,10920,0.169,0.169,0,242.7,45,3,14.9,21.5,117.5,1,64-QAM: 100.0,1 Layer: 100.0,
13:34.4,Home network,SGP-M1,5G-NR,525,3,398.76,0.169,0,397.922,11264082922,687505,,,343,-101.5,-10.7,18.4,4,,,,,,,,,,1,45,10920,0.169,0.169,0,242.7,45,3,14.9,21.5,117.5,1,64-QAM: 97.8,1 Layer: 100.0,
13:34.5,Home network,SGP-M1,5G-NR,525,3,398.76,0.169,0,396.353,11264082922,687505,,,343,-101.5,-10.7,18.4,4,,,,,,,,,,1,45,10920,0.169,0.169,0,242.7,45,3,14.9,21.5,117.5,1,64-QAM: 97.8,1 Layer: 100.0,
13:34.7,Home network,SGP-M1,5G-NR,525,3,398.76,0.169,0,396.353,11264082922,687505,,,343,-100.5,-10.6,18,4,,,,,,,,,,1,45,10920,0.169,0.169,0,242.7,45,3,14.9,21.5,117.5,1,64-QAM: 97.8,1 Layer: 100.0,
13:34.8,Home network,SGP-M1,5G-NR,525,3,416.01,0.169,0,396.353,11264082922,687505,,,343,-100.5,-10.6,18,4,,,,,,,,,,1,45,10920,0.169,0.169,0,242.7,45,3,14.9,21.5,117.5,1,64-QAM: 97.8,1 Layer: 100.0,
13:34.8,Home network,SGP-M1,5G-NR,525,3,416.01,0.169,0,396.353,11264082922,687505,,,343,-101.6,-10.6,12.2,5,,,,,,,,,,1,45,10920,0.169,0.169,0,242.7,45,3,14.9,21.5,117.5,1,64-QAM: 97.8,1 Layer: 100.0,
13:34.9,Home network,SGP-M1,5G-NR,525,3,416.01,0.174,0,396.353,11264082922,687505,,,343,-101.6,-10.6,12.2,5,,,,,,,,,,1,45,10920,0.169,0.169,0,242.7,45,3,14.9,21.5,117.5,1,64-QAM: 97.8,1 Layer: 100.0,
13:34.9,Home network,SGP-M1,5G-NR,525,3,416.01,0.174,0,396.353,11264082922,687505,,,343,-101.6,-10.6,12.2,5,,,,,,,,,,1,47,11191,0.174,0.174,0,238.1,47,3,15.3,21.5,118.9,1,64-QAM: 97.8,1 Layer: 100.0,
13:34.9,Home network,SGP-M1,5G-NR,525,3,416.01,0.174,0,396.353,11264082922,687505,,,343,-101.6,-10.6,12.2,5,,,,,,,,,,1,47,11191,0.174,0.174,0,238.1,47,3,15.3,21.5,118.9,1,64-QAM: 100.0,1 Layer: 100.0,
13:34.9,Home network,SGP-M1,5G-NR,525,3,416.01,0.174,0,396.353,11264082922,687505,,,343,-101.6,-10.6,12.2,5,,1.29998,103.78118,1,,,,,,1,47,11191,0.174,0.174,0,238.1,47,3,15.3,21.5,118.9,1,64-QAM: 100.0,1 Layer: 100.0,
13:35.0,Home network,SGP-M1,5G-NR,525,3,416.01,0.174,0,465.075,11264082922,687505,,,343,-101.6,-10.6,12.2,5,,1.29998,103.78118,1,,,,,,1,47,11191,0.174,0.174,0,238.1,47,3,15.3,21.5,118.9,1,64-QAM: 100.0,1 Layer: 100.0,
13:35.0,Home network,SGP-M1,5G-NR,525,3,416.01,0.174,0,465.075,11264082922,687505,,,343,-101.6,-10.6,12.2,5,,,,,,,,,,1,47,11191,0.174,0.174,0,238.1,47,3,15.3,21.5,118.9,1,64-QAM: 100.0,1 Layer: 100.0,
13:35.1,Home network,SGP-M1,5G-NR,525,3,416.01,0.174,0,465.075,11264082922,687505,,,343,-101,-10.6,16.8,3,,,,,,,,,,1,47,11191,0.174,0.174,0,238.1,47,3,15.3,21.5,118.9,1,64-QAM: 100.0,1 Layer: 100.0,
13:35.3,Home network,SGP-M1,5G-NR,525,3,480.114,0.174,0,465.075,11264082922,687505,,,343,-101,-10.6,16.8,3,,,,,,,,,,1,47,11191,0.174,0.174,0,238.1,47,3,15.3,21.5,118.9,1,64-QAM: 100.0,1 Layer: 100.0,
13:35.3,Home network,SGP-M1,5G-NR,525,3,480.114,0.174,0,465.075,11264082922,687505,,,343,-101,-10.6,16.8,3,,1.299984,103.781182,1,,,,,,1,47,11191,0.174,0.174,0,238.1,47,3,15.3,21.5,118.9,1,64-QAM: 100.0,1 Layer: 100.0,
13:35.4,Home network,SGP-M1,5G-NR,525,3,480.114,0.179,0,465.075,11264082922,687505,,,343,-101,-10.6,16.8,3,,1.299984,103.781182,1,,,,,,1,47,11191,0.174,0.174,0,238.1,47,3,15.3,21.5,118.9,1,64-QAM: 100.0,1 Layer: 100.0,
13:35.4,Home network,SGP-M1,5G-NR,525,3,480.114,0.179,0,465.075,11264082922,687505,,,343,-101,-10.6,16.8,3,,1.299984,103.781182,1,,,,,,1,45,11564,0.179,0.179,0,257,45,3,15.5,21.5,116.6,1,64-QAM: 100.0,1 Layer: 100.0,
13:35.5,Home network,SGP-M1,5G-NR,525,3,480.114,0.179,0.002,465.075,11264082922,687505,,,343,-101,-10.6,16.8,3,,1.299984,103.781182,1,,,,,,1,45,11564,0.179,0.179,0,257,45,3,15.5,21.5,116.6,1,64-QAM: 100.0,1 Layer: 100.0,
13:35.5,Home network,SGP-M1,5G-NR,525,3,480.114,0.179,0.002,469.017,11264082922,687505,,,343,-101,-10.6,16.8,3,,1.299984,103.781182,1,,,,,,1,45,11564,0.179,0.179,0,257,45,3,15.5,21.5,116.6,1,64-QAM: 100.0,1 Layer: 100.0,
13:35.7,Home network,SGP-M1,5G-NR,525,3,480.114,0.179,0.002,469.017,11264082922,687505,,,343,-99,-10.5,19.3,4,,1.299984,103.781182,1,,,,,,1,45,11564,0.179,0.179,0,257,45,3,15.5,21.5,116.6,1,64-QAM: 100.0,1 Layer: 100.0,
13:35.7,Home network,SGP-M1,5G-NR,525,3,480.114,0.179,0.002,469.017,11264082922,687505,,,343,-99,-10.5,19.3,4,,1.299987,103.781185,1,,,,,,1,45,11564,0.179,0.179,0,257,45,3,15.5,21.5,116.6,1,64-QAM: 100.0,1 Layer: 100.0,
13:35.8,Home network,SGP-M1,5G-NR,525,3,227.408,0.179,0.002,469.017,11264082922,687505,,,343,-99,-10.5,19.3,4,,1.299987,103.781185,1,,,,,,1,45,11564,0.179,0.179,0,257,45,3,15.5,21.5,116.6,1,64-QAM: 100.0,1 Layer: 100.0,
13:35.9,Home network,SGP-M1,5G-NR,525,3,227.408,0.162,0.002,469.017,11264082922,687505,,,343,-99,-10.5,19.3,4,,1.299987,103.781185,1,,,,,,1,45,11564,0.179,0.179,0,257,45,3,15.5,21.5,116.6,1,64-QAM: 100.0,1 Layer: 100.0,
13:35.9,Home network,SGP-M1,5G-NR,525,3,227.408,0.162,0.002,469.017,11264082922,687505,,,343,-99,-10.5,19.3,4,,1.299987,103.781185,1,,,,,,1,43,10451,0.162,0.162,0,243,43,3,15.5,21.5,116.4,1,64-QAM: 100.0,1 Layer: 100.0,
13:35.9,Home network,SGP-M1,5G-NR,525,3,227.408,0.162,0.002,469.017,11264082922,687505,,,343,-97,-10.6,17.9,4,,1.299987,103.781185,1,,,,,,1,43,10451,0.162,0.162,0,243,43,3,15.5,21.5,116.4,1,64-QAM: 100.0,1 Layer: 100.0,
13:36.0,Home network,SGP-M1,5G-NR,525,3,227.408,0.162,0.024,469.017,11264082922,687505,,,343,-97,-10.6,17.9,4,,1.299987,103.781185,1,,,,,,1,43,10451,0.162,0.162,0,243,43,3,15.5,21.5,116.4,1,64-QAM: 100.0,1 Layer: 100.0,
13:36.0,Home network,SGP-M1,5G-NR,525,3,227.408,0.162,0.024,140.718,11264082922,687505,,,343,-97,-10.6,17.9,4,,1.299987,103.781185,1,,,,,,1,43,10451,0.162,0.162,0,243,43,3,15.5,21.5,116.4,1,64-QAM: 100.0,1 Layer: 100.0,
13:36.1,Home network,SGP-M1,5G-NR,525,3,227.408,0.162,0.024,140.718,11264082922,687505,,,343,-97,-10.6,17.9,4,,1.299991,103.781187,1,,,,,,1,43,10451,0.162,0.162,0,243,43,3,15.5,21.5,116.4,1,64-QAM: 100.0,1 Layer: 100.0,
13:36.3,Home network,SGP-M1,5G-NR,525,3,329.129,0.162,0.024,140.718,11264082922,687505,,,343,-97,-10.6,17.9,4,,1.299991,103.781187,1,,,,,,1,43,10451,0.162,0.162,0,243,43,3,15.5,21.5,116.4,1,64-QAM: 100.0,1 Layer: 100.0,
13:36.4,Home network,SGP-M1,5G-NR,525,3,329.129,0.16,0.024,140.718,11264082922,687505,,,343,-97,-10.6,17.9,4,,1.299991,103.781187,1,,,,,,1,43,10451,0.162,0.162,0,243,43,3,15.5,21.5,116.4,1,64-QAM: 100.0,1 Layer: 100.0,
13:36.4,Home network,SGP-M1,5G-NR,525,3,329.129,0.16,0.024,140.718,11264082922,687505,,,343,-97,-10.6,17.9,4,,1.299991,103.781187,1,,,,,,1,45,10505,0.164,0.16,2.2,233.4,45,3,15,21.5,121.5,1,64-QAM: 100.0,1 Layer: 100.0,
13:36.4,Home network,SGP-M1,5G-NR,525,3,329.129,0.16,0.024,140.718,11264082922,687505,,,343,-98.8,-10.7,10.8,5,,1.299991,103.781187,1,,,,,,1,45,10505,0.164,0.16,2.2,233.4,45,3,15,21.5,121.5,1,64-QAM: 100.0,1 Layer: 100.0,
13:36.5,Home network,SGP-M1,5G-NR,525,3,329.129,0.16,0.024,140.718,11264082922,687505,,,343,-98.8,-10.7,10.8,5,,1.299995,103.781189,1,,,,,,1,45,10505,0.164,0.16,2.2,233.4,45,3,15,21.5,121.5,1,64-QAM: 100.0,1 Layer: 100.0,
13:36.5,Home network,SGP-M1,5G-NR,525,3,329.129,0.16,0,140.718,11264082922,687505,,,343,-98.8,-10.7,10.8,5,,1.299995,103.781189,1,,,,,,1,45,10505,0.164,0.16,2.2,233.4,45,3,15,21.5,121.5,1,64-QAM: 100.0,1 Layer: 100.0,
13:36.5,Home network,SGP-M1,5G-NR,525,3,329.129,0.16,0,405.771,11264082922,687505,,,343,-98.8,-10.7,10.8,5,,1.299995,103.781189,1,,,,,,1,45,10505,0.164,0.16,2.2,233.4,45,3,15,21.5,121.5,1,64-QAM: 100.0,1 Layer: 100.0,
13:36.8,Home network,SGP-M1,5G-NR,525,3,379.426,0.16,0,405.771,11264082922,687505,,,343,-98.8,-10.7,10.8,5,,1.299995,103.781189,1,,,,,,1,45,10505,0.164,0.16,2.2,233.4,45,3,15,21.5,121.5,1,64-QAM: 100.0,1 Layer: 100.0,
13:36.9,Home network,SGP-M1,5G-NR,525,3,379.426,0.16,0,405.771,11264082922,687505,,,343,-98.8,-10.7,10.8,5,,1.299998,103.781191,1,,,,,,1,45,10505,0.164,0.16,2.2,233.4,45,3,15,21.5,121.5,1,64-QAM: 100.0,1 Layer: 100.0,
13:36.9,Home network,SGP-M1,5G-NR,525,3,379.426,0.148,0,405.771,11264082922,687505,,,343,-98.8,-10.7,10.8,5,,1.299998,103.781191,1,,,,,,1,45,10505,0.164,0.16,2.2,233.4,45,3,15,21.5,121.5,1,64-QAM: 100.0,1 Layer: 100.0,
13:36.9,Home network,SGP-M1,5G-NR,525,3,379.426,0.148,0,405.771,11264082922,687505,,,343,-98.8,-10.7,10.8,5,,1.299998,103.781191,1,,,,,,1,44,9804,0.148,0.145,2.3,222.8,44,3,14.4,21.3,117.7,1,64-QAM: 100.0,1 Layer: 100.0,
13:36.9,Home network,SGP-M1,5G-NR,525,3,379.426,0.148,0,405.771,11264082922,687505,,,343,-98.9,-10.7,15.9,4,,1.299998,103.781191,1,,,,,,1,44,9804,0.148,0.145,2.3,222.8,44,3,14.4,21.3,117.7,1,64-QAM: 100.0,1 Layer: 100.0,
13:37.0,Home network,SGP-M1,5G-NR,525,3,379.426,0.148,0,366.92,11264082922,687505,,,343,-98.9,-10.7,15.9,4,,1.299998,103.781191,1,,,,,,1,44,9804,0.148,0.145,2.3,222.8,44,3,14.4,21.3,117.7,1,64-QAM: 100.0,1 Layer: 100.0,
13:37.2,Home network,SGP-M1,5G-NR,525,3,379.426,0.148,0,366.92,11264082922,687505,,,343,-98.9,-10.7,15.9,4,,1.300002,103.781194,1,,,,,,1,44,9804,0.148,0.145,2.3,222.8,44,3,14.4,21.3,117.7,1,64-QAM: 100.0,1 Layer: 100.0,
13:37.3,Home network,SGP-M1,5G-NR,525,3,368.051,0.148,0,366.92,11264082922,687505,,,343,-98.9,-10.7,15.9,4,,1.300002,103.781194,1,,,,,,1,44,9804,0.148,0.145,2.3,222.8,44,3,14.4,21.3,117.7,1,64-QAM: 100.0,1 Layer: 100.0,
13:37.4,Home network,SGP-M1,5G-NR,525,3,368.051,0.126,0,366.92,11264082922,687505,,,343,-98.9,-10.7,15.9,4,,1.300002,103.781194,1,,,,,,1,44,9804,0.148,0.145,2.3,222.8,44,3,14.4,21.3,117.7,1,64-QAM: 100.0,1 Layer: 100.0,
13:37.4,Home network,SGP-M1,5G-NR,525,3,368.051,0.126,0,366.92,11264082922,687505,,,343,-98.9,-10.7,15.9,4,,1.300002,103.781194,1,,,,,,1,41,8306,0.129,0.129,0,202.6,41,3,18,22.3,121.4,1,64-QAM: 100.0,1 Layer: 100.0,
13:37.4,Home network,SGP-M1,5G-NR,525,3,368.051,0.126,0,366.92,11264082922,687505,,,343,-98.9,-10.7,15.9,4,,1.300002,103.781194,1,,,,,,1,41,8306,0.129,0.129,0,202.6,41,3,18,22.3,121.4,1,64-QAM: 97.6,1 Layer: 100.0,
13:37.4,Home network,SGP-M1,5G-NR,525,3,368.051,0.126,0,366.92,11264082922,687505,,,343,-101.3,-10.9,15.1,4,,1.300002,103.781194,1,,,,,,1,41,8306,0.129,0.129,0,202.6,41,3,18,22.3,121.4,1,64-QAM: 97.6,1 Layer: 100.0,
13:37.5,Home network,SGP-M1,5G-NR,525,3,368.051,0.126,0,360.77,11264082922,687505,,,343,-101.3,-10.9,15.1,4,,1.300002,103.781194,1,,,,,,1,41,8306,0.129,0.129,0,202.6,41,3,18,22.3,121.4,1,64-QAM: 97.6,1 Layer: 100.0,
13:37.6,Home network,SGP-M1,5G-NR,525,3,368.051,0.126,0,360.77,11264082922,687505,,,343,-101.3,-10.9,15.1,4,,1.300006,103.781196,2,,,,,,1,41,8306,0.129,0.129,0,202.6,41,3,18,22.3,121.4,1,64-QAM: 97.6,1 Layer: 100.0,
13:37.8,Home network,SGP-M1,5G-NR,525,3,360.179,0.126,0,360.77,11264082922,687505,,,343,-101.3,-10.9,15.1,4,,1.300006,103.781196,2,,,,,,1,41,8306,0.129,0.129,0,202.6,41,3,18,22.3,121.4,1,64-QAM: 97.6,1 Layer: 100.0,
13:37.9,Home network,SGP-M1,5G-NR,525,3,360.179,0.145,0,360.77,11264082922,687505,,,343,-101.3,-10.9,15.1,4,,1.300006,103.781196,2,,,,,,1,41,8306,0.129,0.129,0,202.6,41,3,18,22.3,121.4,1,64-QAM: 97.6,1 Layer: 100.0,
13:37.9,Home network,SGP-M1,5G-NR,525,3,360.179,0.145,0,360.77,11264082922,687505,,,343,-101.3,-10.9,15.1,4,,1.300006,103.781196,2,,,,,,1,44,9444,0.145,0.145,0,214.6,44,3,20.9,22.5,118.1,1,64-QAM: 97.6,1 Layer: 100.0,
13:37.9,Home network,SGP-M1,5G-NR,525,3,360.179,0.145,0,360.77,11264082922,687505,,,343,-101.3,-10.9,15.1,4,,1.300006,103.781196,2,,,,,,1,44,9444,0.145,0.145,0,214.6,44,3,20.9,22.5,118.1,1,64-QAM: 100.0,1 Layer: 100.0,
13:37.9,Home network,SGP-M1,5G-NR,525,3,360.179,0.145,0,360.77,11264082922,687505,,,343,-99.7,-10.9,14.7,4,,1.300006,103.781196,2,,,,,,1,44,9444,0.145,0.145,0,214.6,44,3,20.9,22.5,118.1,1,64-QAM: 100.0,1 Layer: 100.0,
13:38.0,Home network,SGP-M1,5G-NR,525,3,360.179,0.145,0,373.36,11264082922,687505,,,343,-99.7,-10.9,14.7,4,,1.300006,103.781196,2,,,,,,1,44,9444,0.145,0.145,0,214.6,44,3,20.9,22.5,118.1,1,64-QAM: 100.0,1 Layer: 100.0,
13:38.0,Home network,SGP-M1,5G-NR,525,3,360.179,0.145,0,373.36,11264082922,687505,,,343,-99.7,-10.9,14.7,4,,1.300009,103.781198,2,,,,,,1,44,9444,0.145,0.145,0,214.6,44,3,20.9,22.5,118.1,1,64-QAM: 100.0,1 Layer: 100.0,
13:38.3,Home network,SGP-M1,5G-NR,525,3,374.772,0.145,0,373.36,11264082922,687505,,,343,-99.7,-10.9,14.7,4,,1.300009,103.781198,2,,,,,,1,44,9444,0.145,0.145,0,214.6,44,3,20.9,22.5,118.1,1,64-QAM: 100.0,1 Layer: 100.0,
13:38.4,Home network,SGP-M1,5G-NR,525,3,374.772,0.145,0,373.36,11264082922,687505,,,343,-99.7,-10.9,14.7,4,,1.300013,103.781201,2,,,,,,1,44,9444,0.145,0.145,0,214.6,44,3,20.9,22.5,118.1,1,64-QAM: 100.0,1 Layer: 100.0,
13:38.4,Home network,SGP-M1,5G-NR,525,3,374.772,0.126,0,373.36,11264082922,687505,,,343,-99.7,-10.9,14.7,4,,1.300013,103.781201,2,,,,,,1,44,9444,0.145,0.145,0,214.6,44,3,20.9,22.5,118.1,1,64-QAM: 100.0,1 Layer: 100.0,
13:38.4,Home network,SGP-M1,5G-NR,525,3,374.772,0.126,0,373.36,11264082922,687505,,,343,-99.7,-10.9,14.7,4,,1.300013,103.781201,2,,,,,,1,41,8117,0.126,0.126,0,198,41,3,19.8,22.4,117.7,1,64-QAM: 100.0,1 Layer: 100.0,
13:38.4,Home network,SGP-M1,5G-NR,525,3,374.772,0.126,0,373.36,11264082922,687505,,,343,-100.2,-10.9,16.9,4,,1.300013,103.781201,2,,,,,,1,41,8117,0.126,0.126,0,198,41,3,19.8,22.4,117.7,1,64-QAM: 100.0,1 Layer: 100.0,
13:38.5,Home network,SGP-M1,5G-NR,525,3,374.772,0.126,0,385.062,11264082922,687505,,,343,-100.2,-10.9,16.9,4,,1.300013,103.781201,2,,,,,,1,41,8117,0.126,0.126,0,198,41,3,19.8,22.4,117.7,1,64-QAM: 100.0,1 Layer: 100.0,
13:38.8,Home network,SGP-M1,5G-NR,525,3,363.034,0.126,0,385.062,11264082922,687505,,,343,-100.2,-10.9,16.9,4,,1.300013,103.781201,2,,,,,,1,41,8117,0.126,0.126,0,198,41,3,19.8,22.4,117.7,1,64-QAM: 100.0,1 Layer: 100.0,
