Time,Network,Operator,Technology,MCC,MNC,Network Thrpt DL,Network Thrpt UL,IP Thrpt UL,IP Thrpt DL,Cell ID,gNB,Num Beams,Num SCS Carrier​ (PCell),PCI​ (PCell),SS-RSRP,SS-RSRQ),SS-SINR,Beam Index​ (PCell),Max MIMO-Layers CB PUSCH,Lat,Long,Speed o.g.,SCS​ (PCell),Bandwidth DL​ (PCell),Bandwidth UL​ (PCell),TDD Slot Pattern​ (PCell),CSI-RSRP,Num PUSCH Carrier,Num Slots​ (PCell),Bytes Transferred​ (PCell),Sched PUSCH Thp​ (PCell),Net PUSCH Thp​ (PCell),Retransmission​ (PCell),Average TB Size​ (PCell),Num of TBs​ (PCell),Average RBs​ (PCell),Average MCS Index​ (PCell),PUSCH TxPower​ (PCell),PUSCH Pathloss​ (PCell),Max Num Layers​ (PCell),Modulation​ (PCell),Layer​ (PCell),MAC UL Thp​ (PCell)
06:34.6,Emergency only,,5G-NR,1,1,0.291,32.751,29.888,0,1703937,104,,1,21,-73,-10.3,35.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,0.4,60.5,1,64-QAM: 100.0,1 Layer: 100.0,
06:34.6,Emergency only,,5G-NR,1,1,0.291,32.646,29.888,0,1703937,104,,1,21,-73,-10.3,35.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,0.4,60.5,1,64-QAM: 100.0,1 Layer: 100.0,
06:34.6,Emergency only,,5G-NR,1,1,0.291,32.646,29.888,0,1703937,104,,1,21,-73,-10.3,35.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-1.5,58.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:34.8,Emergency only,,5G-NR,1,1,0.285,32.646,29.888,0,1703937,104,,1,21,-73,-10.3,35.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-1.5,58.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:35.0,Emergency only,,5G-NR,1,1,0.285,32.646,32.085,0,1703937,104,,1,21,-73,-10.3,35.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-1.5,58.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:35.1,Emergency only,,5G-NR,1,1,0.285,32.646,32.085,0,1703937,104,,1,21,-71.8,-10.3,35.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-1.5,58.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:35.1,Emergency only,,5G-NR,1,1,0.285,33.046,32.085,0,1703937,104,,1,21,-71.8,-10.3,35.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-1.5,58.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:35.1,Emergency only,,5G-NR,1,1,0.285,33.046,32.085,0,1703937,104,,1,21,-71.8,-10.3,35.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-3.6,56.5,1,64-QAM: 100.0,1 Layer: 100.0,
06:35.3,Emergency only,,5G-NR,1,1,0.249,33.046,32.085,0,1703937,104,,1,21,-71.8,-10.3,35.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-3.6,56.5,1,64-QAM: 100.0,1 Layer: 100.0,
06:35.5,Emergency only,,5G-NR,1,1,0.249,33.046,31.427,0,1703937,104,,1,21,-71.8,-10.3,35.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-3.6,56.5,1,64-QAM: 100.0,1 Layer: 100.0,
06:35.6,Emergency only,,5G-NR,1,1,0.249,33.046,31.427,0,1703937,104,,1,21,-70.5,-10.3,36.6,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-3.6,56.5,1,64-QAM: 100.0,1 Layer: 100.0,
06:35.6,Emergency only,,5G-NR,1,1,0.249,32.751,31.427,0,1703937,104,,1,21,-70.5,-10.3,36.6,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-3.6,56.5,1,64-QAM: 100.0,1 Layer: 100.0,
06:35.6,Emergency only,,5G-NR,1,1,0.249,32.751,31.427,0,1703937,104,,1,21,-70.5,-10.3,36.6,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-4.9,55.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:35.8,Emergency only,,5G-NR,1,1,0.194,32.751,31.427,0,1703937,104,,1,21,-70.5,-10.3,36.6,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-4.9,55.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:36.0,Emergency only,,5G-NR,1,1,0.194,32.751,34.412,0,1703937,104,,1,21,-70.5,-10.3,36.6,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-4.9,55.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:36.1,Emergency only,,5G-NR,1,1,0.194,32.751,34.412,0,1703937,104,,1,21,-68.6,-10.3,36.6,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-4.9,55.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:36.1,Emergency only,,5G-NR,1,1,0.194,32.646,34.412,0,1703937,104,,1,21,-68.6,-10.3,36.6,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-4.9,55.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:36.1,Emergency only,,5G-NR,1,1,0.194,32.646,34.412,0,1703937,104,,1,21,-68.6,-10.3,36.6,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-5.3,54.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:36.3,Emergency only,,5G-NR,1,1,0.204,32.646,34.412,0,1703937,104,,1,21,-68.6,-10.3,36.6,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-5.3,54.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:36.5,Emergency only,,5G-NR,1,1,0.204,32.646,31.789,0,1703937,104,,1,21,-68.6,-10.3,36.6,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-5.3,54.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:36.6,Emergency only,,5G-NR,1,1,0.204,32.646,31.789,0,1703937,104,,1,21,-69.6,-10.3,36.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-5.3,54.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:36.6,Emergency only,,5G-NR,1,1,0.204,33.048,31.789,0,1703937,104,,1,21,-69.6,-10.3,36.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-5.3,54.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:36.6,Emergency only,,5G-NR,1,1,0.204,33.048,31.789,0,1703937,104,,1,21,-69.6,-10.3,36.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.048,33.048,0,10501.8,201,130,27,-5,55.1,1,64-QAM: 100.0,1 Layer: 100.0,
06:36.8,Emergency only,,5G-NR,1,1,0.227,33.048,31.789,0,1703937,104,,1,21,-69.6,-10.3,36.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.048,33.048,0,10501.8,201,130,27,-5,55.1,1,64-QAM: 100.0,1 Layer: 100.0,
06:37.0,Emergency only,,5G-NR,1,1,0.227,33.048,31.166,0,1703937,104,,1,21,-69.6,-10.3,36.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.048,33.048,0,10501.8,201,130,27,-5,55.1,1,64-QAM: 100.0,1 Layer: 100.0,
06:37.1,Emergency only,,5G-NR,1,1,0.227,33.048,31.166,0,1703937,104,,1,21,-70.8,-10.3,36.2,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.048,33.048,0,10501.8,201,130,27,-5,55.1,1,64-QAM: 100.0,1 Layer: 100.0,
06:37.1,Emergency only,,5G-NR,1,1,0.227,32.749,31.166,0,1703937,104,,1,21,-70.8,-10.3,36.2,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.048,33.048,0,10501.8,201,130,27,-5,55.1,1,64-QAM: 100.0,1 Layer: 100.0,
06:37.1,Emergency only,,5G-NR,1,1,0.227,32.749,31.166,0,1703937,104,,1,21,-70.8,-10.3,36.2,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.749,32.749,0,10500.5,200,130,27,-4.5,55.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:37.3,Emergency only,,5G-NR,1,1,0.235,32.749,31.166,0,1703937,104,,1,21,-70.8,-10.3,36.2,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.749,32.749,0,10500.5,200,130,27,-4.5,55.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:37.5,Emergency only,,5G-NR,1,1,0.235,32.749,31.842,0,1703937,104,,1,21,-70.8,-10.3,36.2,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.749,32.749,0,10500.5,200,130,27,-4.5,55.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:37.6,Emergency only,,5G-NR,1,1,0.235,32.749,31.842,0,1703937,104,,1,21,-69.3,-10.3,37.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.749,32.749,0,10500.5,200,130,27,-4.5,55.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:37.6,Emergency only,,5G-NR,1,1,0.235,32.646,31.842,0,1703937,104,,1,21,-69.3,-10.3,37.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.749,32.749,0,10500.5,200,130,27,-4.5,55.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:37.6,Emergency only,,5G-NR,1,1,0.235,32.646,31.842,0,1703937,104,,1,21,-69.3,-10.3,37.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-5.4,54.7,1,64-QAM: 100.0,1 Layer: 100.0,
06:37.9,Emergency only,,5G-NR,1,1,0.225,32.646,31.842,0,1703937,104,,1,21,-69.3,-10.3,37.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-5.4,54.7,1,64-QAM: 100.0,1 Layer: 100.0,
06:38.0,Emergency only,,5G-NR,1,1,0.225,32.646,31.459,0,1703937,104,,1,21,-69.3,-10.3,37.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-5.4,54.7,1,64-QAM: 100.0,1 Layer: 100.0,
06:38.1,Emergency only,,5G-NR,1,1,0.225,32.646,31.459,0,1703937,104,,1,21,-68,-10.3,37.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-5.4,54.7,1,64-QAM: 100.0,1 Layer: 100.0,
06:38.1,Emergency only,,5G-NR,1,1,0.225,33.048,31.459,0,1703937,104,,1,21,-68,-10.3,37.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-5.4,54.7,1,64-QAM: 100.0,1 Layer: 100.0,
06:38.1,Emergency only,,5G-NR,1,1,0.225,33.048,31.459,0,1703937,104,,1,21,-68,-10.3,37.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.048,33.048,0,10501.8,201,130,27,-6.9,53.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:38.4,Emergency only,,5G-NR,1,1,0.192,33.048,31.459,0,1703937,104,,1,21,-68,-10.3,37.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.048,33.048,0,10501.8,201,130,27,-6.9,53.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:38.5,Emergency only,,5G-NR,1,1,0.192,33.048,30.776,0,1703937,104,,1,21,-68,-10.3,37.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.048,33.048,0,10501.8,201,130,27,-6.9,53.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:38.6,Emergency only,,5G-NR,1,1,0.192,33.048,30.776,0,1703937,104,,1,21,-67.6,-10.3,37.2,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.048,33.048,0,10501.8,201,130,27,-6.9,53.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:38.6,Emergency only,,5G-NR,1,1,0.192,32.751,30.776,0,1703937,104,,1,21,-67.6,-10.3,37.2,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.048,33.048,0,10501.8,201,130,27,-6.9,53.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:38.6,Emergency only,,5G-NR,1,1,0.192,32.751,30.776,0,1703937,104,,1,21,-67.6,-10.3,37.2,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-7.1,53,1,64-QAM: 100.0,1 Layer: 100.0,
06:38.9,Emergency only,,5G-NR,1,1,0.226,32.751,30.776,0,1703937,104,,1,21,-67.6,-10.3,37.2,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-7.1,53,1,64-QAM: 100.0,1 Layer: 100.0,
06:39.0,Emergency only,,5G-NR,1,1,0.226,32.751,33.839,0,1703937,104,,1,21,-67.6,-10.3,37.2,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-7.1,53,1,64-QAM: 100.0,1 Layer: 100.0,
