Time,Network,Operator,Technology,MCC,MNC,Network Thrpt DL,Network Thrpt UL,IP Thrpt UL,IP Thrpt DL,Cell ID,gNB,Num Beams,Num SCS Carrier​ (PCell),PCI​ (PCell),SS-RSRP,SS-RSRQ),SS-SINR,Beam Index​ (PCell),Max MIMO-Layers CB PUSCH,Lat,Long,Speed o.g.,SCS​ (PCell),Bandwidth DL​ (PCell),Bandwidth UL​ (PCell),TDD Slot Pattern​ (PCell),CSI-RSRP,Num PUSCH Carrier,Num Slots​ (PCell),Bytes Transferred​ (PCell),Sched PUSCH Thp​ (PCell),Net PUSCH Thp​ (PCell),Retransmission​ (PCell),Average TB Size​ (PCell),Num of TBs​ (PCell),Average RBs​ (PCell),Average MCS Index​ (PCell),PUSCH TxPower​ (PCell),PUSCH Pathloss​ (PCell),Max Num Layers​ (PCell),Modulation​ (PCell),Layer​ (PCell),MAC UL Thp​ (PCell)
06:18.5,Emergency only,,5G-NR,1,1,0.255,32.646,29.304,0,1703937,104,,1,21,-67.1,-10.3,35.6,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-4.5,53.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:18.6,Emergency only,,5G-NR,1,1,0.255,33.046,29.304,0,1703937,104,,1,21,-67.1,-10.3,35.6,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-4.5,53.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:18.6,Emergency only,,5G-NR,1,1,0.255,33.046,29.304,0,1703937,104,,1,21,-67.1,-10.3,35.6,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-5.7,52.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:18.8,Emergency only,,5G-NR,1,1,0.222,33.046,29.304,0,1703937,104,,1,21,-67.1,-10.3,35.6,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-5.7,52.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:19.0,Emergency only,,5G-NR,1,1,0.222,33.046,30.129,0,1703937,104,,1,21,-67.1,-10.3,35.6,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-5.7,52.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:19.0,Emergency only,,5G-NR,1,1,0.222,33.046,30.129,0,1703937,104,,1,21,-65.9,-10.3,35.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-5.7,52.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:19.1,Emergency only,,5G-NR,1,1,0.222,32.751,30.129,0,1703937,104,,1,21,-65.9,-10.3,35.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-5.7,52.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:19.1,Emergency only,,5G-NR,1,1,0.222,32.751,30.129,0,1703937,104,,1,21,-65.9,-10.3,35.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-7.5,50.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:19.3,Emergency only,,5G-NR,1,1,0.166,32.751,30.129,0,1703937,104,,1,21,-65.9,-10.3,35.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-7.5,50.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:19.5,Emergency only,,5G-NR,1,1,0.166,32.751,32.153,0,1703937,104,,1,21,-65.9,-10.3,35.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-7.5,50.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:19.6,Emergency only,,5G-NR,1,1,0.166,32.751,32.153,0,1703937,104,,1,21,-64.8,-10.3,35.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-7.5,50.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:19.6,Emergency only,,5G-NR,1,1,0.166,32.646,32.153,0,1703937,104,,1,21,-64.8,-10.3,35.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-7.5,50.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:19.6,Emergency only,,5G-NR,1,1,0.166,32.646,32.153,0,1703937,104,,1,21,-64.8,-10.3,35.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-8.1,50,1,64-QAM: 100.0,1 Layer: 100.0,
06:19.8,Emergency only,,5G-NR,1,1,0.224,32.646,32.153,0,1703937,104,,1,21,-64.8,-10.3,35.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-8.1,50,1,64-QAM: 100.0,1 Layer: 100.0,
06:20.0,Emergency only,,5G-NR,1,1,0.224,32.646,28.106,0,1703937,104,,1,21,-64.8,-10.3,35.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-8.1,50,1,64-QAM: 100.0,1 Layer: 100.0,
06:20.1,Emergency only,,5G-NR,1,1,0.224,32.646,28.106,0,1703937,104,,1,21,-63.9,-10.3,38.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-8.1,50,1,64-QAM: 100.0,1 Layer: 100.0,
06:20.1,Emergency only,,5G-NR,1,1,0.224,33.046,28.106,0,1703937,104,,1,21,-63.9,-10.3,38.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-8.1,50,1,64-QAM: 100.0,1 Layer: 100.0,
06:20.1,Emergency only,,5G-NR,1,1,0.224,33.046,28.106,0,1703937,104,,1,21,-63.9,-10.3,38.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-9.5,48.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:20.3,Emergency only,,5G-NR,1,1,0.235,33.046,28.106,0,1703937,104,,1,21,-63.9,-10.3,38.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-9.5,48.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:20.5,Emergency only,,5G-NR,1,1,0.235,33.046,33.461,0,1703937,104,,1,21,-63.9,-10.3,38.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-9.5,48.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:20.6,Emergency only,,5G-NR,1,1,0.235,33.046,33.461,0,1703937,104,,1,21,-62.2,-10.3,38.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-9.5,48.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:20.6,Emergency only,,5G-NR,1,1,0.235,32.751,33.461,0,1703937,104,,1,21,-62.2,-10.3,38.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-9.5,48.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:20.6,Emergency only,,5G-NR,1,1,0.235,32.751,33.461,0,1703937,104,,1,21,-62.2,-10.3,38.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-10.9,47.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:20.8,Emergency only,,5G-NR,1,1,0.267,32.751,33.461,0,1703937,104,,1,21,-62.2,-10.3,38.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-10.9,47.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:21.0,Emergency only,,5G-NR,1,1,0.267,32.751,29.106,0,1703937,104,,1,21,-62.2,-10.3,38.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-10.9,47.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:21.1,Emergency only,,5G-NR,1,1,0.267,32.751,29.106,0,1703937,104,,1,21,-61.8,-10.3,38.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-10.9,47.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:21.1,Emergency only,,5G-NR,1,1,0.267,32.646,29.106,0,1703937,104,,1,21,-61.8,-10.3,38.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-10.9,47.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:21.1,Emergency only,,5G-NR,1,1,0.267,32.646,29.106,0,1703937,104,,1,21,-61.8,-10.3,38.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:21.3,Emergency only,,5G-NR,1,1,0.26,32.646,29.106,0,1703937,104,,1,21,-61.8,-10.3,38.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:21.5,Emergency only,,5G-NR,1,1,0.26,32.646,23.754,0,1703937,104,,1,21,-61.8,-10.3,38.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:21.5,Emergency only,,5G-NR,1,1,0.26,32.646,23.754,0.019,1703937,104,,1,21,-61.8,-10.3,38.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:21.6,Emergency only,,5G-NR,1,1,0.26,32.646,23.754,0.019,1703937,104,,1,21,-61.7,-10.3,38.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:21.6,Emergency only,,5G-NR,1,1,0.26,24.933,23.754,0.019,1703937,104,,1,21,-61.7,-10.3,38.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:21.6,Emergency only,,5G-NR,1,1,0.26,24.933,23.754,0.019,1703937,104,,1,21,-61.7,-10.3,38.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,160,1573375,24.933,24.933,0,9833.6,160,122,27,-11.4,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:21.8,Emergency only,,5G-NR,1,1,0.156,24.933,23.754,0.019,1703937,104,,1,21,-61.7,-10.3,38.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,160,1573375,24.933,24.933,0,9833.6,160,122,27,-11.4,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:22.0,Emergency only,,5G-NR,1,1,0.156,24.933,12.979,0.019,1703937,104,,1,21,-61.7,-10.3,38.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,160,1573375,24.933,24.933,0,9833.6,160,122,27,-11.4,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:22.0,Emergency only,,5G-NR,1,1,0.156,24.933,12.979,0.018,1703937,104,,1,21,-61.7,-10.3,38.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,160,1573375,24.933,24.933,0,9833.6,160,122,27,-11.4,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:22.1,Emergency only,,5G-NR,1,1,0.156,24.933,12.979,0.018,1703937,104,,1,21,-61.8,-10.3,38.5,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,160,1573375,24.933,24.933,0,9833.6,160,122,27,-11.4,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:22.1,Emergency only,,5G-NR,1,1,0.156,11.609,12.979,0.018,1703937,104,,1,21,-61.8,-10.3,38.5,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,160,1573375,24.933,24.933,0,9833.6,160,122,27,-11.4,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:22.1,Emergency only,,5G-NR,1,1,0.156,11.609,12.979,0.018,1703937,104,,1,21,-61.8,-10.3,38.5,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,86,744504,11.609,11.609,0,8657,86,107,27,-12,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:22.3,Emergency only,,5G-NR,1,1,0.168,11.609,12.979,0.018,1703937,104,,1,21,-61.8,-10.3,38.5,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,86,744504,11.609,11.609,0,8657,86,107,27,-12,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:22.5,Emergency only,,5G-NR,1,1,0.168,11.609,30.233,0.018,1703937,104,,1,21,-61.8,-10.3,38.5,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,86,744504,11.609,11.609,0,8657,86,107,27,-12,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:22.5,Emergency only,,5G-NR,1,1,0.168,11.609,30.233,0,1703937,104,,1,21,-61.8,-10.3,38.5,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,86,744504,11.609,11.609,0,8657,86,107,27,-12,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:22.6,Emergency only,,5G-NR,1,1,0.168,11.609,30.233,0,1703937,104,,1,21,-61.5,-10.3,38.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,86,744504,11.609,11.609,0,8657,86,107,27,-12,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:22.6,Emergency only,,5G-NR,1,1,0.168,32.748,30.233,0,1703937,104,,1,21,-61.5,-10.3,38.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,86,744504,11.609,11.609,0,8657,86,107,27,-12,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:22.6,Emergency only,,5G-NR,1,1,0.168,32.748,30.233,0,1703937,104,,1,21,-61.5,-10.3,38.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.748,32.748,0,10500.5,200,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:22.8,Emergency only,,5G-NR,1,1,0.259,32.748,30.233,0,1703937,104,,1,21,-61.5,-10.3,38.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.748,32.748,0,10500.5,200,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:23.0,Emergency only,,5G-NR,1,1,0.259,32.748,29.478,0,1703937,104,,1,21,-61.5,-10.3,38.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.748,32.748,0,10500.5,200,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:23.1,Emergency only,,5G-NR,1,1,0.259,32.748,29.478,0,1703937,104,,1,21,-61.8,-10.3,37.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.748,32.748,0,10500.5,200,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:23.1,Emergency only,,5G-NR,1,1,0.259,32.874,29.478,0,1703937,104,,1,21,-61.8,-10.3,37.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.748,32.748,0,10500.5,200,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:23.1,Emergency only,,5G-NR,1,1,0.259,32.874,29.478,0,1703937,104,,1,21,-61.8,-10.3,37.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,202,2120592,32.874,32.874,0,10498,202,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:23.3,Emergency only,,5G-NR,1,1,0.266,32.874,29.478,0,1703937,104,,1,21,-61.8,-10.3,37.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,202,2120592,32.874,32.874,0,10498,202,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:23.5,Emergency only,,5G-NR,1,1,0.266,32.874,33.716,0,1703937,104,,1,21,-61.8,-10.3,37.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,202,2120592,32.874,32.874,0,10498,202,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:23.6,Emergency only,,5G-NR,1,1,0.266,32.874,33.716,0,1703937,104,,1,21,-61.5,-10.3,37.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,202,2120592,32.874,32.874,0,10498,202,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:23.6,Emergency only,,5G-NR,1,1,0.266,32.753,33.716,0,1703937,104,,1,21,-61.5,-10.3,37.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,202,2120592,32.874,32.874,0,10498,202,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:23.6,Emergency only,,5G-NR,1,1,0.266,32.753,33.716,0,1703937,104,,1,21,-61.5,-10.3,37.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.753,32.753,0,10500.5,200,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:23.8,Emergency only,,5G-NR,1,1,0.168,32.753,33.716,0,1703937,104,,1,21,-61.5,-10.3,37.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.753,32.753,0,10500.5,200,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:24.0,Emergency only,,5G-NR,1,1,0.168,32.753,31.37,0,1703937,104,,1,21,-61.5,-10.3,37.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.753,32.753,0,10500.5,200,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:24.1,Emergency only,,5G-NR,1,1,0.168,32.753,31.37,0,1703937,104,,1,21,-61.6,-10.3,37.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.753,32.753,0,10500.5,200,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:24.1,Emergency only,,5G-NR,1,1,0.168,32.646,31.37,0,1703937,104,,1,21,-61.6,-10.3,37.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.753,32.753,0,10500.5,200,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:24.1,Emergency only,,5G-NR,1,1,0.168,32.646,31.37,0,1703937,104,,1,21,-61.6,-10.3,37.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:24.3,Emergency only,,5G-NR,1,1,0.143,32.646,31.37,0,1703937,104,,1,21,-61.6,-10.3,37.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:24.5,Emergency only,,5G-NR,1,1,0.143,32.646,29.889,0,1703937,104,,1,21,-61.6,-10.3,37.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:24.6,Emergency only,,5G-NR,1,1,0.143,32.646,29.889,0,1703937,104,,1,21,-61.1,-10.3,37.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:24.6,Emergency only,,5G-NR,1,1,0.143,33.042,29.889,0,1703937,104,,1,21,-61.1,-10.3,37.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:24.6,Emergency only,,5G-NR,1,1,0.143,33.042,29.889,0,1703937,104,,1,21,-61.1,-10.3,37.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.042,33.042,0,10501.8,201,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:24.8,Emergency only,,5G-NR,1,1,0.179,33.042,29.889,0,1703937,104,,1,21,-61.1,-10.3,37.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.042,33.042,0,10501.8,201,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:25.0,Emergency only,,5G-NR,1,1,0.179,33.042,32.852,0,1703937,104,,1,21,-61.1,-10.3,37.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.042,33.042,0,10501.8,201,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:25.1,Emergency only,,5G-NR,1,1,0.179,33.042,32.852,0,1703937,104,,1,21,-61.5,-10.3,37.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.042,33.042,0,10501.8,201,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:25.1,Emergency only,,5G-NR,1,1,0.179,32.754,32.852,0,1703937,104,,1,21,-61.5,-10.3,37.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.042,33.042,0,10501.8,201,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:25.1,Emergency only,,5G-NR,1,1,0.179,32.754,32.852,0,1703937,104,,1,21,-61.5,-10.3,37.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.754,32.754,0,10500.5,200,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:25.3,Emergency only,,5G-NR,1,1,0.203,32.754,32.852,0,1703937,104,,1,21,-61.5,-10.3,37.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.754,32.754,0,10500.5,200,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:25.5,Emergency only,,5G-NR,1,1,0.203,32.754,30.433,0,1703937,104,,1,21,-61.5,-10.3,37.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.754,32.754,0,10500.5,200,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:25.6,Emergency only,,5G-NR,1,1,0.203,32.754,30.433,0,1703937,104,,1,21,-61.8,-10.3,37.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.754,32.754,0,10500.5,200,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:25.6,Emergency only,,5G-NR,1,1,0.203,32.646,30.433,0,1703937,104,,1,21,-61.8,-10.3,37.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.754,32.754,0,10500.5,200,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:25.6,Emergency only,,5G-NR,1,1,0.203,32.646,30.433,0,1703937,104,,1,21,-61.8,-10.3,37.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:25.8,Emergency only,,5G-NR,1,1,0.216,32.646,30.433,0,1703937,104,,1,21,-61.8,-10.3,37.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:26.0,Emergency only,,5G-NR,1,1,0.216,32.646,32.064,0,1703937,104,,1,21,-61.8,-10.3,37.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:26.1,Emergency only,,5G-NR,1,1,0.216,32.646,32.064,0,1703937,104,,1,21,-61.6,-10.3,37.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:26.1,Emergency only,,5G-NR,1,1,0.216,33.046,32.064,0,1703937,104,,1,21,-61.6,-10.3,37.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:26.1,Emergency only,,5G-NR,1,1,0.216,33.046,32.064,0,1703937,104,,1,21,-61.6,-10.3,37.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:26.3,Emergency only,,5G-NR,1,1,0.262,33.046,32.064,0,1703937,104,,1,21,-61.6,-10.3,37.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:26.5,Emergency only,,5G-NR,1,1,0.262,33.046,31.623,0,1703937,104,,1,21,-61.6,-10.3,37.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:26.6,Emergency only,,5G-NR,1,1,0.262,33.046,31.623,0,1703937,104,,1,21,-61.2,-10.3,38.2,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
