Time,Network,Operator,Technology,MCC,MNC,Network Thrpt DL,Network Thrpt UL,IP Thrpt UL,IP Thrpt DL,Cell ID,gNB,Num Beams,Num SCS Carrier​ (PCell),PCI​ (PCell),SS-RSRP,SS-RSRQ,SS-SINR​ (PCell),Beam Index​ (PCell),Max MIMO-Layers CB PUSCH,Lat,Long,Speed o.g.,SCS​ (PCell),Bandwidth DL​ (PCell),Bandwidth UL​ (PCell),TDD Slot Pattern​ (PCell),CSI-RSRP,Num PUSCH Carrier,Num Slots​ (PCell),Bytes Transferred​ (PCell),Sched PUSCH Thp​ (PCell),Net PUSCH Thp​ (PCell),Retransmission​ (PCell),Average TB Size​ (PCell),Num of TBs​ (PCell),Average RBs​ (PCell),Average MCS Index​ (PCell),PUSCH TxPower​ (PCell),PUSCH Pathloss​ (PCell),Max Num Layers​ (PCell),Modulation​ (PCell),Layer​ (PCell),MAC UL Thp​ (PCell)
26:09.4,Home network,SGP-M1,5G-NR,525,3,298.363,0.176,0,371.024,21029766123,1283555,,1,457,-85,-12.3,5.5,2,,1.300407,103.781322,5,30,98.28,98.28,D3-d10f2u2-U1,,1,39,11429,0.176,0.176,0,293.1,39,3,17.2,15.3,102.9,1,64-QAM: 89.7,1 Layer: 100.0,
26:09.5,Home network,SGP-M1,5G-NR,525,3,298.363,0.176,0.002,371.024,21029766123,1283555,,1,457,-85,-12.3,5.5,2,,1.300407,103.781322,5,30,98.28,98.28,D3-d10f2u2-U1,,1,39,11429,0.176,0.176,0,293.1,39,3,17.2,15.3,102.9,1,64-QAM: 89.7,1 Layer: 100.0,
26:09.5,Home network,SGP-M1,5G-NR,525,3,298.363,0.176,0.002,295.702,21029766123,1283555,,1,457,-85,-12.3,5.5,2,,1.300407,103.781322,5,30,98.28,98.28,D3-d10f2u2-U1,,1,39,11429,0.176,0.176,0,293.1,39,3,17.2,15.3,102.9,1,64-QAM: 89.7,1 Layer: 100.0,
26:09.7,Home network,SGP-M1,5G-NR,525,3,298.363,0.176,0.002,295.702,21029766123,1283555,,1,457,-83.5,-12,6.2,2,,1.300407,103.781322,5,30,98.28,98.28,D3-d10f2u2-U1,,1,39,11429,0.176,0.176,0,293.1,39,3,17.2,15.3,102.9,1,64-QAM: 89.7,1 Layer: 100.0,
26:09.9,Home network,SGP-M1,5G-NR,525,3,298.363,0.171,0.002,295.702,21029766123,1283555,,1,457,-83.5,-12,6.2,2,,1.300407,103.781322,5,30,98.28,98.28,D3-d10f2u2-U1,,1,39,11429,0.176,0.176,0,293.1,39,3,17.2,15.3,102.9,1,64-QAM: 89.7,1 Layer: 100.0,
26:09.9,Home network,SGP-M1,5G-NR,525,3,298.363,0.171,0.002,295.702,21029766123,1283555,,1,457,-83.5,-12,6.2,2,,1.300407,103.781322,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,10862,0.171,0.171,0,285.8,38,3,18.1,16.7,103.3,1,64-QAM: 89.7,1 Layer: 100.0,
26:09.9,Home network,SGP-M1,5G-NR,525,3,298.363,0.171,0.002,295.702,21029766123,1283555,,1,457,-83.5,-12,6.2,2,,1.300407,103.781322,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,10862,0.171,0.171,0,285.8,38,3,18.1,16.7,103.3,1,64-QAM: 89.5,1 Layer: 100.0,
26:09.9,Home network,SGP-M1,5G-NR,525,3,308.578,0.171,0.002,295.702,21029766123,1283555,,1,457,-83.5,-12,6.2,2,,1.300407,103.781322,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,10862,0.171,0.171,0,285.8,38,3,18.1,16.7,103.3,1,64-QAM: 89.5,1 Layer: 100.0,
26:10.0,Home network,SGP-M1,5G-NR,525,3,308.578,0.171,0.002,314.366,21029766123,1283555,,1,457,-83.5,-12,6.2,2,,1.300407,103.781322,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,10862,0.171,0.171,0,285.8,38,3,18.1,16.7,103.3,1,64-QAM: 89.5,1 Layer: 100.0,
26:10.0,Home network,SGP-M1,5G-NR,525,3,308.578,0.171,0.002,314.366,21029766123,1283555,,1,457,-83.5,-12,6.2,2,,1.300412,103.781311,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,10862,0.171,0.171,0,285.8,38,3,18.1,16.7,103.3,1,64-QAM: 89.5,1 Layer: 100.0,
26:10.3,Home network,SGP-M1,5G-NR,525,3,308.578,0.171,0.002,314.366,21029766123,1283555,,1,457,-84.8,-11.7,9.6,2,,1.300412,103.781311,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,10862,0.171,0.171,0,285.8,38,3,18.1,16.7,103.3,1,64-QAM: 89.5,1 Layer: 100.0,
26:10.4,Home network,SGP-M1,5G-NR,525,3,308.578,0.169,0.002,314.366,21029766123,1283555,,1,457,-84.8,-11.7,9.6,2,,1.300412,103.781311,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,10862,0.171,0.171,0,285.8,38,3,18.1,16.7,103.3,1,64-QAM: 89.5,1 Layer: 100.0,
26:10.4,Home network,SGP-M1,5G-NR,525,3,308.578,0.169,0.002,314.366,21029766123,1283555,,1,457,-84.8,-11.7,9.6,2,,1.300412,103.781311,5,30,98.28,98.28,D3-d10f2u2-U1,,1,39,10866,0.169,0.169,0,278.6,39,3,16.4,13.4,104.1,1,64-QAM: 89.5,1 Layer: 100.0,
26:10.4,Home network,SGP-M1,5G-NR,525,3,308.578,0.169,0.002,314.366,21029766123,1283555,,1,457,-84.8,-11.7,9.6,2,,1.300412,103.781311,5,30,98.28,98.28,D3-d10f2u2-U1,,1,39,10866,0.169,0.169,0,278.6,39,3,16.4,13.4,104.1,1,64-QAM: 100.0,1 Layer: 100.0,
26:10.4,Home network,SGP-M1,5G-NR,525,3,104.65,0.169,0.002,314.366,21029766123,1283555,,1,457,-84.8,-11.7,9.6,2,,1.300412,103.781311,5,30,98.28,98.28,D3-d10f2u2-U1,,1,39,10866,0.169,0.169,0,278.6,39,3,16.4,13.4,104.1,1,64-QAM: 100.0,1 Layer: 100.0,
26:10.5,Home network,SGP-M1,5G-NR,525,3,104.65,0.169,0.024,314.366,21029766123,1283555,,1,457,-84.8,-11.7,9.6,2,,1.300412,103.781311,5,30,98.28,98.28,D3-d10f2u2-U1,,1,39,10866,0.169,0.169,0,278.6,39,3,16.4,13.4,104.1,1,64-QAM: 100.0,1 Layer: 100.0,
26:10.5,Home network,SGP-M1,5G-NR,525,3,104.65,0.169,0.024,51.671,21029766123,1283555,,1,457,-84.8,-11.7,9.6,2,,1.300412,103.781311,5,30,98.28,98.28,D3-d10f2u2-U1,,1,39,10866,0.169,0.169,0,278.6,39,3,16.4,13.4,104.1,1,64-QAM: 100.0,1 Layer: 100.0,
26:10.8,Home network,SGP-M1,5G-NR,525,3,104.65,0.169,0.024,51.671,21029766123,1283555,,1,457,-86.6,-11.6,6.8,2,,1.300412,103.781311,5,30,98.28,98.28,D3-d10f2u2-U1,,1,39,10866,0.169,0.169,0,278.6,39,3,16.4,13.4,104.1,1,64-QAM: 100.0,1 Layer: 100.0,
26:10.9,Home network,SGP-M1,5G-NR,525,3,104.65,0.201,0.024,51.671,21029766123,1283555,,1,457,-86.6,-11.6,6.8,2,,1.300412,103.781311,5,30,98.28,98.28,D3-d10f2u2-U1,,1,39,10866,0.169,0.169,0,278.6,39,3,16.4,13.4,104.1,1,64-QAM: 100.0,1 Layer: 100.0,
26:10.9,Home network,SGP-M1,5G-NR,525,3,104.65,0.201,0.024,51.671,21029766123,1283555,,1,457,-86.6,-11.6,6.8,2,,1.300412,103.781311,5,30,98.28,98.28,D3-d10f2u2-U1,,1,44,12975,0.201,0.201,0,294.9,44,3,17.7,16.6,105.4,1,64-QAM: 100.0,1 Layer: 100.0,
26:10.9,Home network,SGP-M1,5G-NR,525,3,104.65,0.201,0.024,51.671,21029766123,1283555,,1,457,-86.6,-11.6,6.8,2,,1.300412,103.781311,5,30,98.28,98.28,D3-d10f2u2-U1,,1,44,12975,0.201,0.201,0,294.9,44,3,17.7,16.6,105.4,1,64-QAM: 90.9,1 Layer: 100.0,
26:10.9,Home network,SGP-M1,5G-NR,525,3,291.125,0.201,0.024,51.671,21029766123,1283555,,1,457,-86.6,-11.6,6.8,2,,1.300412,103.781311,5,30,98.28,98.28,D3-d10f2u2-U1,,1,44,12975,0.201,0.201,0,294.9,44,3,17.7,16.6,105.4,1,64-QAM: 90.9,1 Layer: 100.0,
26:11.0,Home network,SGP-M1,5G-NR,525,3,291.125,0.201,0.002,51.671,21029766123,1283555,,1,457,-86.6,-11.6,6.8,2,,1.300412,103.781311,5,30,98.28,98.28,D3-d10f2u2-U1,,1,44,12975,0.201,0.201,0,294.9,44,3,17.7,16.6,105.4,1,64-QAM: 90.9,1 Layer: 100.0,
26:11.0,Home network,SGP-M1,5G-NR,525,3,291.125,0.201,0.002,326.792,21029766123,1283555,,1,457,-86.6,-11.6,6.8,2,,1.300412,103.781311,5,30,98.28,98.28,D3-d10f2u2-U1,,1,44,12975,0.201,0.201,0,294.9,44,3,17.7,16.6,105.4,1,64-QAM: 90.9,1 Layer: 100.0,
26:11.0,Home network,SGP-M1,5G-NR,525,3,291.125,0.201,0.002,326.792,21029766123,1283555,,1,457,-86.6,-11.6,6.8,2,,1.30042,103.781303,5,30,98.28,98.28,D3-d10f2u2-U1,,1,44,12975,0.201,0.201,0,294.9,44,3,17.7,16.6,105.4,1,64-QAM: 90.9,1 Layer: 100.0,
26:11.3,Home network,SGP-M1,5G-NR,525,3,291.125,0.201,0.002,326.792,21029766123,1283555,,1,457,-88.4,-13.2,4.6,2,,1.30042,103.781303,5,30,98.28,98.28,D3-d10f2u2-U1,,1,44,12975,0.201,0.201,0,294.9,44,3,17.7,16.6,105.4,1,64-QAM: 90.9,1 Layer: 100.0,
26:11.4,Home network,SGP-M1,5G-NR,525,3,291.125,0.195,0.002,326.792,21029766123,1283555,,1,457,-88.4,-13.2,4.6,2,,1.30042,103.781303,5,30,98.28,98.28,D3-d10f2u2-U1,,1,44,12975,0.201,0.201,0,294.9,44,3,17.7,16.6,105.4,1,64-QAM: 90.9,1 Layer: 100.0,
26:11.4,Home network,SGP-M1,5G-NR,525,3,291.125,0.195,0.002,326.792,21029766123,1283555,,1,457,-88.4,-13.2,4.6,2,,1.30042,103.781303,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,12556,0.195,0.195,0,330.4,38,4,17.4,17.8,106.7,1,64-QAM: 90.9,1 Layer: 100.0,
26:11.4,Home network,SGP-M1,5G-NR,525,3,291.125,0.195,0.002,326.792,21029766123,1283555,,1,457,-88.4,-13.2,4.6,2,,1.30042,103.781303,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,12556,0.195,0.195,0,330.4,38,4,17.4,17.8,106.7,1,64-QAM: 78.9,1 Layer: 100.0,
26:11.4,Home network,SGP-M1,5G-NR,525,3,280.471,0.195,0.002,326.792,21029766123,1283555,,1,457,-88.4,-13.2,4.6,2,,1.30042,103.781303,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,12556,0.195,0.195,0,330.4,38,4,17.4,17.8,106.7,1,64-QAM: 78.9,1 Layer: 100.0,
26:11.5,Home network,SGP-M1,5G-NR,525,3,280.471,0.195,0,326.792,21029766123,1283555,,1,457,-88.4,-13.2,4.6,2,,1.30042,103.781303,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,12556,0.195,0.195,0,330.4,38,4,17.4,17.8,106.7,1,64-QAM: 78.9,1 Layer: 100.0,
26:11.5,Home network,SGP-M1,5G-NR,525,3,280.471,0.195,0,289.867,21029766123,1283555,,1,457,-88.4,-13.2,4.6,2,,1.30042,103.781303,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,12556,0.195,0.195,0,330.4,38,4,17.4,17.8,106.7,1,64-QAM: 78.9,1 Layer: 100.0,
26:11.7,Home network,SGP-M1,5G-NR,525,3,280.471,0.195,0,289.867,21029766123,1283555,,1,457,-85.1,-13.1,2.7,2,,1.30042,103.781303,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,12556,0.195,0.195,0,330.4,38,4,17.4,17.8,106.7,1,64-QAM: 78.9,1 Layer: 100.0,
26:11.7,Home network,SGP-M1,5G-NR,525,3,280.471,0.195,0,289.867,,,,1,457,-85.1,-13.1,2.7,2,,1.30042,103.781303,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,12556,0.195,0.195,0,330.4,38,4,17.4,17.8,106.7,1,64-QAM: 78.9,1 Layer: 100.0,
26:11.7,Home network,SGP-M1,5G-NR,525,3,280.471,0.195,0,289.867,,,,1,344,-85.1,-13.1,2.7,2,,1.30042,103.781303,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,12556,0.195,0.195,0,330.4,38,4,17.4,17.8,106.7,1,64-QAM: 78.9,1 Layer: 100.0,
26:11.8,Home network,SGP-M1,5G-NR,525,3,280.471,0.195,0,289.867,11264082921,687505,,1,344,-85.1,-13.1,2.7,2,,1.30042,103.781303,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,12556,0.195,0.195,0,330.4,38,4,17.4,17.8,106.7,1,64-QAM: 78.9,1 Layer: 100.0,
26:11.8,Home network,SGP-M1,5G-NR,525,3,201.794,0.195,0,289.867,11264082921,687505,,1,344,-85.1,-13.1,2.7,2,,1.30042,103.781303,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,12556,0.195,0.195,0,330.4,38,4,17.4,17.8,106.7,1,64-QAM: 78.9,1 Layer: 100.0,
26:11.8,Home network,SGP-M1,5G-NR,525,3,201.794,0.275,0,289.867,11264082921,687505,,1,344,-85.1,-13.1,2.7,2,,1.30042,103.781303,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,12556,0.195,0.195,0,330.4,38,4,17.4,17.8,106.7,1,64-QAM: 78.9,1 Layer: 100.0,
26:11.8,Home network,SGP-M1,5G-NR,525,3,201.794,0.275,0,289.867,11264082921,687505,,1,344,-85.1,-13.1,2.7,2,,1.30042,103.781303,5,30,98.28,98.28,D3-d10f2u2-U1,,1,34,13993,0.275,0.203,8.8,411.6,34,5,16.2,17.8,104.4,1,64-QAM: 78.9,1 Layer: 100.0,
26:11.8,Home network,SGP-M1,5G-NR,525,3,201.794,0.275,0,289.867,11264082921,687505,,1,344,-85.1,-13.1,2.7,2,,1.30042,103.781303,5,30,98.28,98.28,D3-d10f2u2-U1,,1,34,13993,0.275,0.203,8.8,411.6,34,5,16.2,17.8,104.4,1,64-QAM: 82.4,1 Layer: 100.0,
26:12.0,Home network,SGP-M1,5G-NR,525,3,201.794,0.275,0,116.448,11264082921,687505,,1,344,-85.1,-13.1,2.7,2,,1.30042,103.781303,5,30,98.28,98.28,D3-d10f2u2-U1,,1,34,13993,0.275,0.203,8.8,411.6,34,5,16.2,17.8,104.4,1,64-QAM: 82.4,1 Layer: 100.0,
26:12.0,Home network,SGP-M1,5G-NR,525,3,201.794,0.275,0,116.448,11264082921,687505,,1,344,-85.1,-13.1,2.7,2,,1.300426,103.781293,5,30,98.28,98.28,D3-d10f2u2-U1,,1,34,13993,0.275,0.203,8.8,411.6,34,5,16.2,17.8,104.4,1,64-QAM: 82.4,1 Layer: 100.0,
26:12.0,Home network,SGP-M1,5G-NR,525,3,201.794,0.275,0,116.448,11264082921,687505,,1,344,-81.2,-11.2,5.1,4,,1.300426,103.781293,5,30,98.28,98.28,D3-d10f2u2-U1,,1,34,13993,0.275,0.203,8.8,411.6,34,5,16.2,17.8,104.4,1,64-QAM: 82.4,1 Layer: 100.0,
26:12.2,Home network,SGP-M1,5G-NR,525,3,201.794,0.275,0,116.448,11264082921,687505,,1,344,-87.2,-12.5,6.5,3,,1.300426,103.781293,5,30,98.28,98.28,D3-d10f2u2-U1,,1,34,13993,0.275,0.203,8.8,411.6,34,5,16.2,17.8,104.4,1,64-QAM: 82.4,1 Layer: 100.0,
26:12.3,Home network,SGP-M1,5G-NR,525,3,238.57,0.275,0,116.448,11264082921,687505,,1,344,-87.2,-12.5,6.5,3,,1.300426,103.781293,5,30,98.28,98.28,D3-d10f2u2-U1,,1,34,13993,0.275,0.203,8.8,411.6,34,5,16.2,17.8,104.4,1,64-QAM: 82.4,1 Layer: 100.0,
26:12.3,Home network,SGP-M1,5G-NR,525,3,238.57,0.146,0,116.448,11264082921,687505,,1,344,-87.2,-12.5,6.5,3,,1.300426,103.781293,5,30,98.28,98.28,D3-d10f2u2-U1,,1,34,13993,0.275,0.203,8.8,411.6,34,5,16.2,17.8,104.4,1,64-QAM: 82.4,1 Layer: 100.0,
26:12.3,Home network,SGP-M1,5G-NR,525,3,238.57,0.146,0,116.448,11264082921,687505,,1,344,-87.2,-12.5,6.5,3,,1.300426,103.781293,5,30,98.28,98.28,D3-d10f2u2-U1,,1,33,9671,0.151,0.151,0,293.1,33,3,18.6,18.5,106.3,1,64-QAM: 82.4,1 Layer: 100.0,
26:12.3,Home network,SGP-M1,5G-NR,525,3,238.57,0.146,0,116.448,11264082921,687505,,1,344,-87.2,-12.5,6.5,3,,1.300426,103.781293,5,30,98.28,98.28,D3-d10f2u2-U1,,1,33,9671,0.151,0.151,0,293.1,33,3,18.6,18.5,106.3,1,64-QAM: 75.8,1 Layer: 100.0,
26:12.5,Home network,SGP-M1,5G-NR,525,3,238.57,0.146,0,365.343,11264082921,687505,,1,344,-87.2,-12.5,6.5,3,,1.300426,103.781293,5,30,98.28,98.28,D3-d10f2u2-U1,,1,33,9671,0.151,0.151,0,293.1,33,3,18.6,18.5,106.3,1,64-QAM: 75.8,1 Layer: 100.0,
26:12.7,Home network,SGP-M1,5G-NR,525,3,238.57,0.146,0,365.343,11264082921,687505,,1,344,-85.7,-12.5,8.1,4,,1.300426,103.781293,5,30,98.28,98.28,D3-d10f2u2-U1,,1,33,9671,0.151,0.151,0,293.1,33,3,18.6,18.5,106.3,1,64-QAM: 75.8,1 Layer: 100.0,
26:12.8,Home network,SGP-M1,5G-NR,525,3,325.872,0.146,0,365.343,11264082921,687505,,1,344,-85.7,-12.5,8.1,4,,1.300426,103.781293,5,30,98.28,98.28,D3-d10f2u2-U1,,1,33,9671,0.151,0.151,0,293.1,33,3,18.6,18.5,106.3,1,64-QAM: 75.8,1 Layer: 100.0,
26:12.8,Home network,SGP-M1,5G-NR,525,3,325.872,0.171,0,365.343,11264082921,687505,,1,344,-85.7,-12.5,8.1,4,,1.300426,103.781293,5,30,98.28,98.28,D3-d10f2u2-U1,,1,33,9671,0.151,0.151,0,293.1,33,3,18.6,18.5,106.3,1,64-QAM: 75.8,1 Layer: 100.0,
26:12.8,Home network,SGP-M1,5G-NR,525,3,325.872,0.171,0,365.343,11264082921,687505,,1,344,-85.7,-12.5,8.1,4,,1.300426,103.781293,5,30,98.28,98.28,D3-d10f2u2-U1,,1,43,11351,0.175,0.17,2.3,264,43,3,16.8,19.8,107,1,64-QAM: 75.8,1 Layer: 100.0,
26:12.8,Home network,SGP-M1,5G-NR,525,3,325.872,0.171,0,365.343,11264082921,687505,,1,344,-85.7,-12.5,8.1,4,,1.300426,103.781293,5,30,98.28,98.28,D3-d10f2u2-U1,,1,43,11351,0.175,0.17,2.3,264,43,3,16.8,19.8,107,1,64-QAM: 95.3,1 Layer: 100.0,
26:13.0,Home network,SGP-M1,5G-NR,525,3,325.872,0.171,0.001,365.343,11264082921,687505,,1,344,-85.7,-12.5,8.1,4,,1.300426,103.781293,5,30,98.28,98.28,D3-d10f2u2-U1,,1,43,11351,0.175,0.17,2.3,264,43,3,16.8,19.8,107,1,64-QAM: 95.3,1 Layer: 100.0,
26:13.0,Home network,SGP-M1,5G-NR,525,3,325.872,0.171,0.001,341.377,11264082921,687505,,1,344,-85.7,-12.5,8.1,4,,1.300426,103.781293,5,30,98.28,98.28,D3-d10f2u2-U1,,1,43,11351,0.175,0.17,2.3,264,43,3,16.8,19.8,107,1,64-QAM: 95.3,1 Layer: 100.0,
26:13.0,Home network,SGP-M1,5G-NR,525,3,325.872,0.171,0.001,341.377,11264082921,687505,,1,344,-85.7,-12.5,8.1,4,,1.300418,103.781281,5,30,98.28,98.28,D3-d10f2u2-U1,,1,43,11351,0.175,0.17,2.3,264,43,3,16.8,19.8,107,1,64-QAM: 95.3,1 Layer: 100.0,
26:13.2,Home network,SGP-M1,5G-NR,525,3,325.872,0.171,0.001,341.377,11264082921,687505,,1,344,-85.1,-12.2,9.6,4,,1.300418,103.781281,5,30,98.28,98.28,D3-d10f2u2-U1,,1,43,11351,0.175,0.17,2.3,264,43,3,16.8,19.8,107,1,64-QAM: 95.3,1 Layer: 100.0,
26:13.3,Home network,SGP-M1,5G-NR,525,3,336.25,0.171,0.001,341.377,11264082921,687505,,1,344,-85.1,-12.2,9.6,4,,1.300418,103.781281,5,30,98.28,98.28,D3-d10f2u2-U1,,1,43,11351,0.175,0.17,2.3,264,43,3,16.8,19.8,107,1,64-QAM: 95.3,1 Layer: 100.0,
26:13.3,Home network,SGP-M1,5G-NR,525,3,336.25,0.156,0.001,341.377,11264082921,687505,,1,344,-85.1,-12.2,9.6,4,,1.300418,103.781281,5,30,98.28,98.28,D3-d10f2u2-U1,,1,43,11351,0.175,0.17,2.3,264,43,3,16.8,19.8,107,1,64-QAM: 95.3,1 Layer: 100.0,
26:13.3,Home network,SGP-M1,5G-NR,525,3,336.25,0.156,0.001,341.377,11264082921,687505,,1,344,-85.1,-12.2,9.6,4,,1.300418,103.781281,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,10062,0.156,0.156,0,264.8,38,3,16.8,17.5,104.9,1,64-QAM: 95.3,1 Layer: 100.0,
26:13.3,Home network,SGP-M1,5G-NR,525,3,336.25,0.156,0.001,341.377,11264082921,687505,,1,344,-85.1,-12.2,9.6,4,,1.300418,103.781281,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,10062,0.156,0.156,0,264.8,38,3,16.8,17.5,104.9,1,64-QAM: 94.7,1 Layer: 100.0,
26:13.5,Home network,SGP-M1,5G-NR,525,3,336.25,0.156,0,341.377,11264082921,687505,,1,344,-85.1,-12.2,9.6,4,,1.300418,103.781281,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,10062,0.156,0.156,0,264.8,38,3,16.8,17.5,104.9,1,64-QAM: 94.7,1 Layer: 100.0,
26:13.5,Home network,SGP-M1,5G-NR,525,3,336.25,0.156,0,307.942,11264082921,687505,,1,344,-85.1,-12.2,9.6,4,,1.300418,103.781281,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,10062,0.156,0.156,0,264.8,38,3,16.8,17.5,104.9,1,64-QAM: 94.7,1 Layer: 100.0,
26:13.7,Home network,SGP-M1,5G-NR,525,3,336.25,0.156,0,307.942,11264082921,687505,,1,344,-84.7,-12.1,8.7,4,,1.300418,103.781281,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,10062,0.156,0.156,0,264.8,38,3,16.8,17.5,104.9,1,64-QAM: 94.7,1 Layer: 100.0,
26:13.8,Home network,SGP-M1,5G-NR,525,3,271.911,0.156,0,307.942,11264082921,687505,,1,344,-84.7,-12.1,8.7,4,,1.300418,103.781281,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,10062,0.156,0.156,0,264.8,38,3,16.8,17.5,104.9,1,64-QAM: 94.7,1 Layer: 100.0,
26:13.8,Home network,SGP-M1,5G-NR,525,3,271.911,0.155,0,307.942,11264082921,687505,,1,344,-84.7,-12.1,8.7,4,,1.300418,103.781281,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,10062,0.156,0.156,0,264.8,38,3,16.8,17.5,104.9,1,64-QAM: 94.7,1 Layer: 100.0,
26:13.8,Home network,SGP-M1,5G-NR,525,3,271.911,0.155,0,307.942,11264082921,687505,,1,344,-84.7,-12.1,8.7,4,,1.300418,103.781281,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,10150,0.155,0.155,0,267.1,38,3,16.9,19.2,105.3,1,64-QAM: 94.7,1 Layer: 100.0,
26:13.8,Home network,SGP-M1,5G-NR,525,3,271.911,0.155,0,307.942,11264082921,687505,,1,344,-84.7,-12.1,8.7,4,,1.300418,103.781281,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,10150,0.155,0.155,0,267.1,38,3,16.9,19.2,105.3,1,64-QAM: 100.0,1 Layer: 100.0,
26:14.0,Home network,SGP-M1,5G-NR,525,3,271.911,0.155,0,307.942,11264082921,687505,,1,344,-86.1,-12,5.4,4,,1.300418,103.781281,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,10150,0.155,0.155,0,267.1,38,3,16.9,19.2,105.3,1,64-QAM: 100.0,1 Layer: 100.0,
26:14.0,Home network,SGP-M1,5G-NR,525,3,271.911,0.155,0,278.792,11264082921,687505,,1,344,-86.1,-12,5.4,4,,1.300418,103.781281,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,10150,0.155,0.155,0,267.1,38,3,16.9,19.2,105.3,1,64-QAM: 100.0,1 Layer: 100.0,
26:14.0,Home network,SGP-M1,5G-NR,525,3,271.911,0.155,0,278.792,11264082921,687505,,1,344,-86.1,-12,5.4,4,,1.3004,103.781275,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,10150,0.155,0.155,0,267.1,38,3,16.9,19.2,105.3,1,64-QAM: 100.0,1 Layer: 100.0,
26:14.1,Home network,SGP-M1,5G-NR,525,3,271.911,0.155,0,278.792,11264082921,687505,,1,344,-86.2,-12.7,4.9,3,,1.3004,103.781275,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,10150,0.155,0.155,0,267.1,38,3,16.9,19.2,105.3,1,64-QAM: 100.0,1 Layer: 100.0,
26:14.3,Home network,SGP-M1,5G-NR,525,3,277.061,0.155,0,278.792,11264082921,687505,,1,344,-86.2,-12.7,4.9,3,,1.3004,103.781275,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,10150,0.155,0.155,0,267.1,38,3,16.9,19.2,105.3,1,64-QAM: 100.0,1 Layer: 100.0,
26:14.4,Home network,SGP-M1,5G-NR,525,3,277.061,0.146,0,278.792,11264082921,687505,,1,344,-86.2,-12.7,4.9,3,,1.3004,103.781275,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,10150,0.155,0.155,0,267.1,38,3,16.9,19.2,105.3,1,64-QAM: 100.0,1 Layer: 100.0,
26:14.4,Home network,SGP-M1,5G-NR,525,3,277.061,0.146,0,278.792,11264082921,687505,,1,344,-86.2,-12.7,4.9,3,,1.3004,103.781275,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,9482,0.146,0.146,0,249.5,38,3,15.9,21.1,110.2,1,64-QAM: 100.0,1 Layer: 100.0,
26:14.5,Home network,SGP-M1,5G-NR,525,3,277.061,0.146,0,268.7,11264082921,687505,,1,344,-86.2,-12.7,4.9,3,,1.3004,103.781275,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,9482,0.146,0.146,0,249.5,38,3,15.9,21.1,110.2,1,64-QAM: 100.0,1 Layer: 100.0,
26:14.6,Home network,SGP-M1,5G-NR,525,3,277.061,0.146,0,268.7,11264082921,687505,,1,344,-87.5,-12.4,7.9,4,,1.3004,103.781275,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,9482,0.146,0.146,0,249.5,38,3,15.9,21.1,110.2,1,64-QAM: 100.0,1 Layer: 100.0,
26:14.8,Home network,SGP-M1,5G-NR,525,3,241.718,0.146,0,268.7,11264082921,687505,,1,344,-87.5,-12.4,7.9,4,,1.3004,103.781275,5,30,98.28,98.28,D3-d10f2u2-U1,,1,38,9482,0.146,0.146,0,249.5,38,3,15.9,21.1,110.2,1,64-QAM: 100.0,1 Layer: 100.0,
